tid,song_hotttnesss,end_of_fade_in,mode,time_signature,bars_start,key,start_of_fade_out,year,duration,loudness,tempo,title,artist_name
TRBAXDP12903CD1922,0.813937197771,0.31,1,4,[0.86999 2.40124 3.93043 5.44856 6.9699 8.48596 10.00361 11.5176 13.03476 14.55301 16.08136 17.60558 19.12434 20.63137 22.14868 23.66666 25.19098 26.71522 28.23861 29.75766 31.27578 32.79209 34.31185 35.82819 37.34461 38.86409 40.382 41.89975 43.41714 44.93333 46.45633 47.98059 49.49845 51.01677 52.53668 54.05475 55.57777 57.09321 58.6089 60.13317 61.65421 63.04488 64.49654 66.01668 67.53745 69.06962 70.59593 72.12709 73.65907 75.18647 76.72213 78.24955 79.7783 81.30255 82.83938 84.37078 85.89217 87.41894 88.94562 90.4659 91.98284 93.50263 95.02001 96.53819 98.06492 99.58737 101.10881 102.62219 104.14229 105.65426 107.1711 108.68881 110.21296 111.71894 113.24544 114.76789 116.28703 117.80753 119.32433 120.8467 122.36188 123.87671 125.40068 126.92332 128.45237 129.97686 131.50441 133.03091 134.56736 136.10306 137.63299 139.15807 140.67862 142.20925 143.74553 145.26982 146.7856 148.29465 149.79949 151.29992 152.80565 154.29887 155.8051 157.29898 158.81 160.29866 161.79439 163.2973 164.80442 166.30691 167.79566 169.28287 170.78135 172.34303 173.92272 175.41946 176.93619 178.44329 179.95561 181.46649 182.98826 184.51053 186.02278 187.54165 189.05962 190.58009 192.09921 193.61528 195.12633 196.64678 198.17295 199.69626 201.21612 202.73773 204.26023 205.77939 207.30175 208.8222 210.34345 211.92256 213.56324 215.10912 216.6351],1,211.418,2009,223.29424,-4.346,157.944,Darling_ I Want To Destroy You,AFI
TRBAYER128F933D3B7,0.489038209173,0.293,1,4,[1.29557 2.97992 4.63382 6.37279 8.07534 9.74767 11.41617 13.0798 14.75334 16.45433 18.15496 19.85373 21.5537 23.26439 24.96537 26.65289 28.33966 30.02686 31.72187 33.40271 35.10914 36.86181 38.66633 40.41326 42.16288 43.8963 45.59722 47.29644 49.04449 51.0466 52.73421 54.92088 56.67871 58.32387 59.96525 61.60119 63.23155 64.86837 66.51344 68.20809 69.90884 71.59754 73.27061 74.85058 76.47986 78.14548 80.02337 81.65017 83.27697 84.94047 86.64068 88.33355 90.03166 91.69202 93.3723 95.07251 96.76055 98.4119 100.09218 101.76883 103.47585 105.19447 106.91941 108.61694 110.21241 111.79129 113.46984 115.11781 116.75629 118.37873 120.03653 121.69443 123.33741 125.04786 126.64917 128.25431 129.92758 131.39622 132.97791 134.56625 136.16601],9,134.438,1992,142.73261,-7.982,143.257,Guns And The Young,Mighty Mighty Bosstones
TRBAZFD12903CB641D,0.629790622676,0.481,1,4,[1.65499 4.3027 6.89769 9.52225 12.10932 14.85196 17.54438 20.24709 22.93531 25.61928 28.28911 30.67463 33.0588 35.7137 38.41097 41.00775 43.31317 45.95533 48.64736 51.34024 54.02896 56.71965 59.40841 62.10426 64.79987 67.14396 69.78783 72.44631 75.13755 77.83945 80.46466 83.08186 85.4251 87.50985 90.10422 92.76106 95.32498 97.98453 100.63716 103.08868 105.58137 108.17718 110.84972 113.55889 116.2573 118.91256 121.6111 124.32154 127.00034 129.67286 132.32385 135.03173 137.7195 140.39612 143.08994 145.78204 148.50044 151.08732 153.72493 156.31296 159.03337 161.82872 164.58113 167.28371 169.99455 172.71563 175.39794 178.11679 180.80393 183.508 186.21331 188.61859 191.21004 193.84007 196.51134 199.16639 201.83125 204.49252 207.16535 209.85283 212.55222 215.28297 220.17193 222.72249],2,218.424,2009,233.79546,-8.023,89.665,Hold Up My Heart,Brooke White
TRBAZYH128F4288198,0.789430535314,0.0,1,4,[1.43628 3.31852 5.4573 7.61897 9.76044 11.90865 14.0582 16.19294 18.33576 20.45031 22.59313 24.73864 26.85585 28.98922 31.14414 33.31117 35.50265 37.26628 38.92555 40.79444 42.96551 45.07141 46.77216 48.67368 50.83504 53.27869 55.72455 57.87847 60.03146 62.2019 64.79137 66.9344 69.07204 71.22984 73.37421 75.51723 77.6495 79.78715 82.05309 84.2198 86.37895 88.52899 90.94497 93.0668 95.21555 97.35789 99.48538 101.31559 103.09251 105.08958 107.22786 109.39179 111.54627 113.58255 115.72353 117.68334 119.77729 121.97827 123.85957 125.74401 128.0151 130.16958 132.18004 134.09877 136.02693 138.08481 140.2204 142.35464 144.51587 146.66257 148.813 150.95938 153.09362 155.23866 157.38639 159.53142 161.67535 163.81911 165.97089 168.12243 170.28231 172.42195 174.41537 176.3158 178.42913 180.55528 182.69536 184.85827 187.0144 189.17648 191.31713 193.45082 195.60726 197.76103 199.91144 202.07701 204.23803 206.39082 208.37334 210.40865 212.56955 214.59078 216.39284 218.49343 220.63783 222.52264 224.27008 226.03357 227.67565 229.84826 232.0659 234.36407 236.58128 239.16023 241.42477 243.59726 245.76667 247.91559 250.05998 252.26057 254.45314 256.70191],7,260.197,1988,267.33669,-4.732,111.865,See The Light,The Jeff Healey Band
TRBBAHD128F428E0FE,0.718950558772,0.421,0,4,[3.78121 6.00822 8.51691 10.83519 15.07324 17.58226 20.11166 22.64576 25.07802 27.38754 29.9154 32.42758 34.94225 37.46433 40.00481 42.52869 45.03774 47.48501 50.00059 52.55267 55.04401 57.49173 60.00354 62.5077 65.01413 67.53203 69.8203 72.02287 74.54008 77.08977 79.6159 82.12998 84.81427 87.32965 89.89621 92.36516 94.91844 97.44954 99.95291 102.47461 104.98978 107.32847 109.5536 111.94605 114.45494 116.98328 119.51575 122.0484 124.58262 127.08711 129.62759 132.13677 134.66004 137.19738 139.72221 142.23922 144.75623 147.27548 149.78955 152.30183 154.81624 157.34601 159.88605 162.39696 164.93631 167.47835 169.98994 172.48833 175.05185 177.56381 180.07048 182.58187 185.1104 187.63028 190.15009 192.66581 195.19563 197.73018 200.2615 202.78907 205.31082 207.81987 210.36499 212.85715 215.39898 217.92937 220.43483 222.95259 225.49497 228.00139 230.51467 233.02846 235.57497 238.10179 240.61175 243.15844 245.66717 248.17692 250.72041 252.97415 255.45288 257.98302 260.47313 262.76424 265.25068 267.73633 270.20839 272.64935 275.17685 277.67966 280.18191 282.4403 284.89223 287.41381 289.93268 292.47091 296.68125 299.25028 301.71184 304.02617 306.51978 309.04749 311.57252 314.08701 316.6234 319.12365 321.63753 324.16436 326.69778 329.22737 331.73823 334.26508 336.80631 339.32486 341.84068 344.3649 346.88839 349.38223 351.88193 354.43882 356.96114 359.48461 361.9622 364.22055 366.69009 369.26121 371.78608 374.30386 376.81207],2,356.2,1987,387.16036,-11.705,95.425,Burning Skies,Tones On Tail
TRBBAKH128F92FA339,0.683462009309,0.473,0,4,[0.90335 2.58396 4.05775 5.42701 6.77561 8.17758 9.55545 10.90404 12.26297 13.61845 14.9946 16.3983 17.79339 19.15576 20.46992 21.87879 23.27732 24.67931 26.04001 27.3749 28.76313 30.1049 31.46216 32.84695 34.25927 35.64061 37.02712 38.38954 39.76228 41.10406 42.44411 43.66975 44.88668 46.23753 47.35119 48.43274 49.66226 51.01423 52.41738 53.75227 55.14043 56.51481 57.89608 59.3256 60.95021 62.17295 63.53354 64.91481 66.31332 67.68769 69.06896 70.48987 71.91939 73.30969 74.55646 75.75886 77.34343 78.80232 80.18704 81.51781 82.89524 83.97469 85.06959 86.28165 87.64741 89.00455 90.36686 91.72573 93.06219 94.62818 95.98166 97.28997 98.68503 100.04217 101.40104 102.93923 104.34188 105.71689 107.10333 108.49321 109.93104 111.40804 112.77111 114.03769 115.28601 116.66343 117.93549 119.30642 120.66701 122.03105 123.37957 124.75912 126.12488 127.48892 128.85812 130.22733 131.5862 132.95368 134.32633 135.70416 137.08198 138.39948 139.81268 141.17245 142.53567 143.91957 145.35862 146.72012 148.07472 149.52239 150.90629 152.27757 153.64383 155.15395 156.38088 157.71135 159.31826 160.99681 162.38588 163.74738 165.0813 166.47899 167.91286 169.2847 170.62207 172.1442 173.50053 174.86547 176.53049 178.008 179.39071 180.72291 182.06028 183.3942 184.77121 186.15166 187.50109 188.87465 190.2999 191.74072 193.13673 194.52929 195.91324 197.29546 198.65804 200.04768 201.32945 202.59399 203.96519 205.3426 206.72138 208.10705 209.51684 210.93008 212.28473 213.63077 215.00782 216.38487 217.7826 219.19584 220.60047],11,222.902,2006,222.9024,-4.317,174.468,Secret Handshakes,The Ataris
TRBBBMT128F42A0A4E,0.644823657676,0.206,1,4,[0.26979 2.63345 4.99042 7.34663 9.69839 12.0546 14.40562 16.76629 19.11953 21.47691 23.85066 26.19371 28.5531 30.90193 33.25268 35.6095 37.96659 40.32428 42.66869 45.01932 47.38299 49.7347 52.08353 54.43629 56.78338 59.13725 61.49121 63.845 66.19717 68.54151 70.89427 73.25205 75.60866 77.96945 80.33061 82.70016 85.04088 87.36897 89.72528 92.07639 94.42779 96.78543 99.1461 101.50413 103.85626 106.19734 108.55389 110.91769 113.27498 115.61311 117.97335 120.32548 122.66876 125.02311 127.39145 129.73916 132.08466 134.43605 136.79575 139.14291 141.49873 143.86022 146.21901 148.56188 150.90738 153.26743 155.62365 157.96938 160.31839 162.67745 165.03356 167.38054 169.73418 172.09136 174.43833 176.79784 179.14776 181.50635 183.87384 186.21934 188.56796 190.92002 193.27363 195.63066 197.98277 200.3239 202.68637 205.03197 207.39311 209.74914 212.10463 214.45637 216.80637 219.16011 221.51422 223.87045 226.22737 228.59599 230.96002 233.32225],9,230.475,1992,237.92281,-9.093,101.871,True Fuschnick,FU-Schnickens
TRBBCJH128F930C970,0.0,0.247,0,4,[1.46133 3.82873 6.19394 8.56222 10.92887 13.29869 15.66585 18.03147 20.3951 22.76331 25.13141 27.49959 29.86529 32.23167 34.59654 36.96468 39.33213 41.70138 44.07017 46.43775 48.80248 51.16323 53.5308 55.90688 58.27122 60.63409 62.99893 65.36708 67.73621 70.09919 72.46767 74.83245 77.20098 79.57162 81.93584 84.30496 86.66995 89.03393 91.40234 93.76608 96.13578 98.5033 100.87396 103.24611 105.60637 107.96949 110.33634 112.70133 115.07071 117.43713 119.80501 122.16988 124.5407 126.90617 129.27018 131.63678 134.00939 136.38432 138.74271 141.10223 143.47142 145.83545 148.19933 150.56766 152.93451 155.30433 157.67118 160.04248 162.41039 164.77935 167.15027 169.51141 171.8776 174.24734 176.61278 178.97735 181.34126 183.71454 186.07761 188.44247 190.8072 193.17484 195.55096 197.91099 200.27715 202.41457 204.78772 207.16187 209.53851 211.90217 214.28489 216.66344 219.03956 221.41545 223.76815 226.14933 228.52588 230.89958 233.2606 235.63645 238.00924 240.38806 242.75303 245.11495 247.48938 249.87056 252.23951 254.60969 256.98158 259.3584 261.72969 264.10144 266.50189 268.9196 271.28892 273.65713 276.01965 278.38781 280.75586 283.12049 285.48795 287.85901 290.21892 292.58616 294.9557 297.32949],10,291.561,0,302.13179,-7.819,101.311,U Don't Have To Call,Streetwize
TRBBDPA12903CCCA06,0.419125892959,0.0,1,4,[0.76498 2.25438 3.76012 5.26274 6.76896 8.26942 9.77973 11.28151 12.77688 14.27195 15.77032 17.2675 18.7683 20.26015 21.7665 23.28121 24.77472 26.25865 27.74825 29.252 30.75103 32.2529 33.74721 35.2538 36.75849 38.26036 39.76222 41.25937 42.76029 44.25649 45.74797 47.24236 48.75167 50.2533 51.75348 53.25178 54.75572 56.24838 57.7335 59.23368 60.74422 62.25381 63.75305 65.25793 66.7807 68.31965 69.82786 71.33607 72.84825 74.04676 75.23568 76.57722 78.09987 79.59661 81.08373 82.57478 84.07215 85.57821 87.04644 88.33075 89.8354 91.33805 92.842 94.31736 95.81365 97.30473 98.806 100.29081 101.79313 103.31165 104.83155 106.33829 107.83848 109.34036 110.8339 112.31411 113.79982 115.29895 116.80356 118.30111 119.79626 121.29522 122.79974 124.3074 125.82082 127.37302 128.88123 130.38944 131.89819 133.38622 134.88914 136.50107 138.02826 139.51992 141.00877 142.5042 144.00433 145.49882 146.98861 148.48592 149.99641 151.50596 153.01362 154.51846 156.01954 157.50368 158.99327 160.4822 161.97965 163.49507 165.00589 166.50805 168.00269 169.51032 171.02385 172.51865 174.018 175.51828 177.0195 178.51937 180.01324 181.50411 182.9931 184.4868 185.98684 187.49515 188.99809 190.50503 192.01344 193.517 195.01414 196.51611 198.01124 199.49986 201.10684 202.59854 204.09754 205.58743 207.08079 208.57847 210.07525 211.54632 213.01192 214.62015 216.4058 218.07804 219.54729 221.02988 222.50879 224.0004 225.50081 227.00389 228.50693 230.01899 231.58026 233.08219 234.58042 236.07952 237.57714 239.07566 240.57541 242.07704 243.57709 245.06244 246.5929 248.09262 249.58906 251.17761 252.78013 254.41328 255.90655 257.46265 258.96811 260.46933 261.9672 263.46015 264.9675 266.46562 267.96512],2,269.084,2009,277.75955,-5.903,159.886,Haughtiness And Puerile Dreams,Autumnblaze
TRBBDXO128F14A4737,0.657161336388,0.34,0,4,[1.25461 2.94372 4.62943 6.31199 8.00511 9.70761 11.36965 13.02876 14.67922 16.32634 17.96752 19.61314 21.26778 22.92513 24.5879 26.2579 27.92928 29.60316 31.27824 32.95815 34.64423 36.33715 38.02614 39.70783 41.3742 43.03791 44.71927 46.40302 48.08389 49.77151 51.45505 53.144 54.83898 56.53635 58.2241 59.90171 61.5782 63.25548 64.93657 66.61769 68.29558 69.96411 71.63982 73.31976 75.00791 76.69567 78.38072 80.06326 81.75267 83.45585 85.16104 86.84805 88.52637 90.20459 91.88738 93.5774 95.26529 96.95914 98.65471 100.34953 102.05378 103.76693 105.47044 107.16652 108.85444 110.53096 112.21062 113.89039 115.57034 117.26212 118.95021 120.63105 122.31378 123.99724 125.67342 127.34917 129.02941],10,125.463,1989,136.12363,-11.298,142.963,Gettin' Together,Tommy James And The Shondells
TRBBEGG128F9314BAA,0.215080318509,1.127,0,7,[2.20538 4.59441 6.97122 9.36338 11.75532 14.142 16.51913 18.90613 21.30038 23.68987 26.07509 28.45723 30.83594 33.22916 35.62052 38.01213 40.39159 42.77481 45.16276 47.55241 49.94342 52.32703 54.70205 57.08982 59.47534 61.86953 64.25792 66.64623 69.03681 71.4215 73.80318 76.19039 78.57654 80.96484 83.34864 85.73412 88.12311 90.51413 92.89898 95.28688 97.67983 100.06856 102.45153 104.83434 107.2228 109.61161 112.00028 114.38692 116.7778 119.15004 121.52695 123.92597 126.32768 128.71216 131.0925 133.47802 135.87321 138.26282 140.64836 143.03347 145.41553 147.80342 150.19072 152.57434 154.95986 157.34911 159.73689 162.12785 164.5129 166.89893 169.28529 171.67123 174.05095 176.44356 178.84029 181.22904 183.61236 185.99679 188.38904 190.7756 193.16177],4,187.35,1993,198.42567,-7.958,175.954,Heart Trouble,Martina McBride
TRBBEYU128F4235623,0.559646609932,0.235,1,5,[0.43495 2.85934 5.28049 7.70569 10.12445 12.53801 14.96965 17.37599 19.79401 22.21185 24.62619 27.05199 29.46766 31.88469 34.30573 36.71968 39.14556 41.55965 43.98132 46.40411 48.81425 51.23545 53.65849 56.08141 58.49971 60.91267 63.32866 65.74172 68.16793 70.59066 73.00713 75.42857 77.85447 80.26865 82.68754 85.10711 87.53434 89.95102 92.36812 94.79005 97.04645 99.46722 101.88141 104.30004 106.71905 109.14035 111.5603 113.9812 116.40162 118.82694 121.24192 123.66116 126.08227 128.50386 130.91628 133.33014 135.75312 138.17771 140.59308 143.00952 145.43389 147.85154 150.26816 152.68744 155.1117 157.52822 159.95645 162.38316 164.8065 167.21864 169.62645 172.04945 174.47185 176.88778 179.30388 181.72081 184.13909 186.56262 188.97958 191.39178 193.81314 196.22886 198.64264 201.0645 203.49507 205.9192 208.33833 210.75539 213.17877 215.59561 218.01187 220.43167 222.84926 225.26988 227.68877 230.10845 232.52983 234.95044],8,229.918,2005,240.71791,-5.281,123.998,Unemployed Black Astronaut,Busdriver
TRBBFOT12903CBCB4F,nan,0.0,1,4,[0.03163 1.51997 3.03587 4.54167 6.09276 7.6059 9.12273 10.63587 12.14351 13.58073 15.05094 16.52116 18.05886 19.51325 20.92815 22.41008 23.87274 25.29864 26.75394 28.18903 29.64758 31.14096 32.66097 34.16904 35.65783 37.176 38.68775 40.19674 41.69287 43.19268 44.67871 46.16199 47.63792 49.12946 50.61525 52.0996 53.58104 55.04778 56.4879 57.92158 59.40945 60.89824 62.36498 63.81703 65.28745 66.76246 68.24666 69.76667 71.26648 72.7571 74.24038 75.72917 77.21703 78.70949 80.20838 81.69809 83.19514 84.68442],7,86.883,1997,86.88281,-8.834,161.737,Raggy Road,Capleton
TRBBGQN128F9310CBE,0.545937381331,2.496,0,3,[2.04633 3.67793 5.31896 6.96 8.59833 10.24071 11.88444 13.53089 15.16056 16.77567 18.37727 19.97912 21.5848 23.19274 24.79058 26.39604 28.01014 29.63678 31.25505 32.8522 34.44761 36.03236 37.6056 39.17035 40.76739 42.38829 43.99376 45.59161 47.19592 48.82787 50.46541 52.10875 53.75061 55.37855 57.02162 58.67611 60.32597 61.96858 63.61173 65.24256 66.87277 68.49953 70.13302 71.76563 73.40495 75.04469 76.69067 78.32973 79.95918 81.59244 83.22698 84.85844 86.48794 88.12346 89.76794 91.393 93.01864 94.65524 96.2774 97.87465 99.46277 101.07267 102.69046 104.28632 105.88637 107.49536 109.08727 110.73954 112.40598 114.06959 115.73769 117.42037 119.10995 120.78344 122.45592 124.13604 125.80203 127.46981 129.14423 130.81258 132.45843 134.08226 135.68657 137.28789 138.87756 140.46561 142.05364 143.6302 145.21549 146.81512 148.40888 149.99591 151.57674 153.16205 154.74397 156.32011 157.9044 159.49103 161.07841 162.67056 164.25964 165.84885 167.43952 169.03023 170.63935 172.26919 173.88435 175.4947 177.10985 178.74077 180.36843 181.98408 183.60863 185.24284 186.87786 188.50808 190.144 191.78807 193.41999 195.0107 196.59879],4,194.206,2009,204.06812,-13.708,111.629,You (Demo),Radiohead
TRBBHFE12903CA5EEB,0.0,0.13,1,4,[1.38599 3.77759 6.14361 8.51581 10.90222 13.30505 15.72167 18.11722 20.50557 22.89704 25.27999 27.66603 30.05404 32.44073 34.82995 37.21706 39.60461 41.99549 44.37802 46.75925 49.13889 51.52513 53.9264 56.30695 58.69018 61.0918 63.43014 65.81885 68.20987 70.59582 72.95818 75.33726 77.65399 80.03988 82.44346 84.83077 87.21429 89.60114 91.99745 94.3871 96.78686 99.16192 101.54206 103.93823 106.32168 108.70526 111.09673 113.48335 115.87198 118.25843 120.64113 123.02285 125.52832 127.95426 130.32925 132.71397 135.10991 137.48761 139.88656 142.28994 144.67432 147.07849 149.48658 151.84172 154.21666 156.60096 158.83419 161.07932 163.48928 165.86504 168.24822 170.64725 173.06202 175.42997 177.81827 180.21917 182.60067 184.9909 187.39782 189.77264 192.13522 194.51439 196.90266 199.28241 201.67627 204.07615 206.47856 208.87033 211.25575 213.64289 216.02951],0,218.662,2002,225.67138,-6.737,100.532,Hip Replacement,Paris_ Texas
TRBBHPQ128F145A7F8,0.450762241641,0.066,0,4,[1.31664 3.11046 4.90363 6.68784 8.48229 10.27398 12.06506 13.84885 15.62899 17.41188 19.1902 20.97029 22.74857 24.53224 26.32018 28.10245 29.88375 31.66967 33.45593 35.24296 37.02882 38.80959 40.59729 42.37704 44.15211 45.9203 47.68553 49.45132 51.21107 52.96836 54.71992 56.46703 58.23634 60.02324 61.80979 63.59182 65.3761 67.16114 68.94467 70.72481 72.50404 74.27886 76.05137 77.82061 79.60231 81.37803 83.14737 84.91297 86.68215 88.4518 90.21983 91.9889 93.76042 95.53042 97.29871 99.06592 100.8412 102.61584 104.39443 106.17716 107.95652 109.73803 111.52039 113.30153 115.08295 116.86792 118.65426 120.44146 122.23193 124.03144 125.83149 127.61587 129.3814 131.15153 132.91974 134.67788 136.42891 138.1738 139.92419 141.66864 143.40965 145.16056 146.91496 148.67414 150.42965 152.19526 153.96304 155.73117 157.50261 159.27373 161.04612 162.82349 164.60594 166.38913 168.17089 169.95194 171.73434 173.51625 175.29979 177.08558 178.87069 180.66939 182.46068 184.24803 186.04632 187.83738 189.62584 191.40653 193.17989 194.95104 196.72599 198.49871 200.27009 202.05064 203.84388 205.63032 207.41302 209.20139 210.98293 212.76068],11,205.659,1987,216.86812,-8.698,134.929,Down And Out In Paradise,John Mellencamp
TRBBHUW128F429476F,0.550561797034,0.369,0,4,[0.73109 3.4529 6.1856 8.91403 11.64802 14.38478 17.11544 19.84931 22.58069 25.30341 28.03636 30.76921 33.49787 36.23202 38.95981 41.69365 44.434 47.16748 49.89924 52.631 55.36201 58.09492 60.81551 63.55568 66.28116 69.01859 71.75377 74.48112 79.60055 82.34305 85.06645 87.8042 90.53273 93.26788 95.99913 98.73586 101.46636 104.19057 106.91785 109.64958 112.38899 115.11805 117.85163 120.58219 123.32192 126.05333 128.79191 131.51766 134.24587 136.97836 139.713 142.41609],9,141.798,2000,148.29669,-8.315,87.844,Zornig!,Dynamite Deluxe
TRBBIBE128F4226E29,0.504034340805,0.821,0,5,[2.52976 5.25906 7.99097 10.71561 13.42439 16.12833 18.84172 21.54934 24.26784 26.9957 29.72619 32.42974 35.13462 37.82767 40.4918 43.44667 46.25446 48.9242 51.9051 54.5104 57.10533 59.68957 62.19498 64.56397 67.15409 69.92692 72.65208 75.35803 78.11588 80.74503 83.43641 86.13423 88.82527 91.53942 94.27077 97.11706 99.80212 102.86945 105.55697 108.20406 110.84844 113.36763 115.74306 118.33351 120.83258 123.51695 126.22429 128.90351 131.62332 134.35645 137.06019 139.51271 142.21827 144.92822 147.64036 150.34589 153.03404 155.70994 158.40209 161.09797 163.8967 166.85866 169.54489 172.198 175.16087 177.89059 180.54489 183.18841 185.61054 188.117 190.7987],0,191.048,1996,201.24689,-8.146,111.223,Kill Your Darlings,Soulwax
TRBBILZ12903CB422C,0.659230577045,0.072,1,1,[0.37689 0.83578 1.27979 1.7341 2.18613 2.64044 3.073 3.53533 4.00223 4.38583 4.77128 5.1946 5.63061 6.05419 6.4956 6.93701 7.38261 7.82821 8.28604 8.74387 9.18056 9.62178 10.0713 10.53195 10.98741 11.43829 11.89374 12.36065 12.81839 13.27269 13.73959 14.19847 14.66193 15.12425 15.58772 16.04775 16.50777 16.96437 17.42669 17.86954 18.31239 18.76784 19.22328 19.67186 20.12731 20.59535 21.05318 21.51101 21.96884 22.42667 22.8845 23.34972 23.80746 24.2652 24.72408 25.18411 25.64528 26.10417 26.5642 27.0311 27.48883 27.94772 28.4066 28.85747 29.31979 29.77867 30.23297 30.69186 31.15646 31.61535 32.07194 32.5354 33.0023 33.4589 33.90633 34.36865 34.82753 35.2887 35.75102 36.2225 36.69284 37.16546 37.63121 38.07979 38.53753 38.99527 39.45301 39.91074 40.36276 40.82049 41.25991 41.71765 42.16852 42.61251 43.07483 43.53486 43.99031 44.44232 44.89662 45.3452 45.80637 46.26182 46.7104 47.16012 47.60641 48.06071 48.50813 48.96243 49.411 49.8653 50.31387 50.77389 51.2385 51.69508 52.15053 52.6094 53.0511 53.4825 53.91504 54.35674 54.80531 55.25961 55.7139 56.16591 56.62135 57.0768 57.53338 57.98883 58.44427 58.89971 59.37004 59.81403 60.3363 60.85856 61.38113 61.90369 62.42054 62.93739 63.38596 63.84827 64.30715 64.77977 65.25124 65.71241 66.17358 66.62444 67.07415 67.52158 67.97015 68.413 68.86386 69.31816 69.77131 70.21873 70.66731 71.10443 71.55414 72.00271 72.45701 72.91016 73.36675 73.82563 74.28336 74.73995 75.19653 75.65427 76.10284 76.55714 77.01601 77.47604 77.94178 78.41669 78.87452 79.33234 79.79016 80.24799 80.70581 81.22561 81.7454 82.2628 82.78021 83.29727 83.81434 84.31812 84.82191 85.31741 85.81291 86.31479 86.81667 87.34541 87.87415 88.34677 88.81367 89.28056 89.74287 90.21549 90.68468 91.17369 91.6627 92.14809 92.63478 93.12952 93.6 94.07407 94.54214 95.00294 95.46452 95.92166 96.37956 96.83632 97.29837 97.74854 98.21203 98.66824 99.12444 99.58123 100.03802 100.49695 100.9536 101.41024 101.86689 102.32191 102.77531 103.22656 103.67905 104.11935 104.5652 105.0166 105.45693 105.89506 106.3579 106.80517 107.26163 107.70889 108.16465 108.6186 109.0714 109.52283 109.9754 110.42667 110.89663 111.39778 111.87935 112.35149 112.80931 113.26714 113.72496 114.18278 114.64061 115.09843 115.55625 116.01407 116.4719 116.92972 117.46872 118.00773 118.53605 119.06437 119.53228 119.998 120.43723 120.88201 121.32749 121.76847 122.21587 122.66739 123.11279 123.55666 123.99943 124.43944 124.87945 125.29491 125.7189 126.14182 126.5627 126.98776 127.41656 127.85068 128.28831 128.73589 129.18061 129.62469 130.0721 130.51881 130.96664 131.41036 131.85296 132.29468 132.73419 133.17481 133.61545 134.05168 134.53592 134.99153 135.55544 136.09212 136.6826 137.19098 137.64888 138.05286 138.40177 138.75068 139.15405 139.61187 140.0697 140.52752 140.98534 141.44317 141.90099 142.35881 142.81664 143.27446 143.73228 144.19011 144.64793],8,136.353,2006,153.23383,-6.754,131.639,This Very Moment,Set Your Goals
TRBBJAJ128F425DA40,0.6301876272,0.316,0,4,[1.67293 4.27853 6.88623 9.48084 12.07348 14.67803 17.28527 19.89115 22.49046 25.08983 27.70925 30.31649 32.91658 35.5276 38.13764 40.74222 43.34692 45.94471 48.55024 51.16335 53.76173 56.36985 58.97246 61.58142 64.19296 66.80133 69.4023 72.00575 74.61851 77.22751 79.83049 82.43875 85.04403 87.64459 90.2547 92.86521 95.46966 98.06983 100.67246 103.2893 105.89412 108.49587 111.09512 113.69972 116.3052 118.915 121.52806 124.14828 126.738 129.33561 131.94269 134.55839 137.1828 139.7979 142.40557 145.01474 147.62353 150.23035 152.83679 155.44062 158.04396 160.65012 163.25076 165.8495 168.47557 171.07559 173.67037 176.2698 178.87888 181.47542 184.07185 186.69034 189.29874 191.90461 194.51078 197.12402 199.73917 202.33826 204.93749 207.5374 210.15269 212.76253 215.36289],7,218.825,2003,229.61587,-3.782,92.099,True Nature,Jane's Addiction
TRBBJFO12903D074EE,0.0,0.374,1,4,[1.5332 3.75988 5.96787 8.18489 10.40814 12.63023 14.84782 17.06047 19.27794 21.48964 23.7066 25.9211 28.13618 30.35302 32.56543 34.78335 36.99931 39.21151 41.4293 43.64086 45.85294 48.08871 51.57772 53.88419 56.11104 58.32834 60.52764 62.75016 64.96624 67.17948 69.39682 71.61429 73.83093 76.0499 78.2623 80.47093 82.67127 84.90689 87.33491 89.55124 91.76749 93.98266 96.19537 98.41144 100.62645 102.8409 105.05392 107.26558 109.47951 111.69329 113.90685 116.12374 118.34016 120.55658 122.77299 124.98941 127.20583 129.42008 131.63612 133.8419 136.05809 138.27031 140.48545 142.69634 144.91258 147.12609],2,150.262,0,153.57342,-14.122,108.301,King Tee Production,King Tee
