tid,artist_name,title,genre,topic
TRAHCVT128F4282806,L.A. Guns,Magdalaine,Rock,1
TRADRHX12903CCD1DF,T.G. Sheppard,Only One You,Country,12
TRAQKPR128F427DDF8,Gerard Lenorman,Voici Les Clés,Rock,0
TRARJPL128F931C7D2,The Almost,Summer Summer,Rock,3
TRAUONA128F4255A38,Gorillaz,November Has Come,Rock,20
TRANPXL128F42B8FED,Sylver,Sympathy,Electronic,11
TRABXLH128F935F8E7,Dee Clark,Little Bitty Pretty One,Pop,21
TRBBHPQ128F145A7F8,John Mellencamp,Down And Out In Paradise,Rock,21
TRAJPIQ128F14819A8,The Rapture,The Devil,Rock,23
TRAVXBL128F42BB389,Michael Jackson,Girl You're So Together,Pop,14
TRABZCL128E0789AED,Shelby Lynne,Old Times Sake,Country,8
TRBCTRX128F4299237,Wyclef Jean featuring Prodigy of Mobb Deep,Rebel Music,RnB,5
TRAPQNA128F93000EB,Patsy Cline,A Poor Man's Roses,Country,21
TRAFQFM128E078EC97,Eminem,The Way I Am,Rap,21
TRBDSFP128E07937B9,Temple Of The Dog,Hunger Strike,Rock,13
TRBGZKO128F92DB016,Bloc Party,Zephyrus,Rock,1
TRBFVZI128F147FCAF,Phil Collins,Please Come Out Tonight,Pop,8
TRBCMSO128F92E6AE5,Eagles Of Death Metal,(I Used To Couldn't Dance) Tight Pants,Rock,14
TRAQSWI128F9343039,Shawn Colvin,Cry Like An Angel,Folk,1
TRBDNGV128F42895AE,Eddy Arnold,What's He Doin' In My World,Country,4
TRAPVDC128F422C711,Wolfchant,Guardians Of The Forest,Rock,23
TRAUWRW128F9358C69,Jay-Z,Change Clothes,Rap,11
TRATDDF128F4294E6A,Kent,Vad två öron klarar,Rock,13
TRBATEY128F4285370,Hank Locklin,Why Baby Why,Country,13
TRBEOUP12903CF652E,Joe Bonamassa,So Many Roads,Blues,1
TRAYDYV128F42906E1,Mindy McCready,Breakin' It,Country,22
TRBCGRI128F93355E9,Teenage Fanclub,It's All In My Mind,Rock,8
TRAWSSL12903CC4734,Zombina & The Skeletones,Can't Break a Dead Girl's Heart,Rock,17
TRAFOKY128F4276D91,Dead Prez,Assassination,Rap,21
TRAGYJM128EF3466D2,Dinosaur Jr.,Been There All The Time,Rock,8
TRAKXIR128F92CF85A,Mark Wills,That's A Woman,Country,21
TRBFLER128F148C52B,The Mighty Mighty Bosstones,Pictures To Prove It,Reggae,21
TRBBAHD128F428E0FE,Tones On Tail,Burning Skies,Rock,1
TRBCJUF128F93190C2,Lily Allen,Everyone's At It,Pop,5
TRAPTRH128F4271659,Johnny Winter,Be Careful With A Fool,Blues,9
TRARUOP12903CF2384,Shadows Fall,What Drives The Weak,Metal,5
TRAJAZP128F4290FF9,Mastodon,Megalodon,Metal,23
TRALJVQ128F428C764,Eagles,I Don't Want To Hear Any More,Rock,8
TRADZXK128F429DB92,The Killers,Show You How,Rock,20
TRASYSY128F92F39F5,Circle Jerks,Group Sex,Punk,3
TRAGLFE128F428566B,Patrick Bruel,Au Bout De La Marelle,Pop,0
TRAJEZT128E0795DF3,Rea_ Chris,E,Pop,8
TRAACHN128F1489601,Five Bolt Main,Made Like This (Live),Rock,10
TRAIKBB128F428AD73,Connie Smith,I'll Come Running,Country,14
TRAKARY128F427253E,The Ataris,The Hero Dies in This One,Rock,12
TRADFJJ128F934857E,Rancid,LA River (Acoustic),Rock,2
TRACBWX128F92FD725,Zombie Girl,I Want It,Electronic,23
TRANIPA128F93151A2,Dionne Warwick,Just One Of Those Things,RnB,8
TRAJZYI128F424B412,45 Grave,Party Time,Rock,7
TRAFUWI128F934C730,GWAR,Surf of Syn,Metal,23
TRAKRXN128F42670BE,Margaret Becker,Cave It In,Rock,13
TRBCHSH128F93304E1,Smut Peddlers,Playstation Generation,Punk,24
TRAHCRI128F4255C6E,Asleep At The Wheel,Let Me Go Home Whiskey,Country,16
TRAYYCA128F422B2A1,Panzer AG,bereit,Electronic,15
TRAHJCI128F92FFB38,Kool Moe Dee,Knowledge Is King,Rap,24
TRBFUSW128F92D0357,Barry Manilow,Say Goodbye,Pop,8
TRBFSKB128F145C5B1,VHS Or Beta,Forever,Rock,14
TRAXUQL128F932D6C4,Kelly Sweet,Ready For Love,Pop,14
TRATQUI128F9347C68,The Sterns,Supreme Girl,Rock,11
TRATESL128F92F12DF,Ray Price,Make The World Go Away,Country,8
TRAGNBQ128F149CB93,Fall Out Boy,The Carpal Tunnel Of Love,Rock,17
TRAPOYU128F42644C3,Helmet,Tic,Rock,8
TRAUVSF128F14A0B6F,ATB,Collides With Beauty,Electronic,12
TRAUOUZ128E078F8BB,Eazy-E,I'mma Break It Down,Rap,24
TRATTAF128F147CA09,Yahir,No Te Apartes De Mi,Latin,2
TRBHPGG128F428C972,The Mad Capsule Markets,Loud Up!!,Rock,4
TRACSBL128F42480E8,The Presets,Yippiyo-Ay,Electronic,5
TRADQJL128F92D9957,The Presets,If I Know You,Electronic,8
TRAWOCY128F145B051,Jay & The Americans,Some Enchanted Evening,Pop,12
TRAPHZT128F147A02B,AFI,Affliction,Rock,16
TRAOREE128F934DB89,Kool Keith,Don't Crush It,Rap,21
TRAKKOH128F42AF40E,Jennifer Lopez,Por Arriesgarnos,Pop,2
TRAOCOE128F4276D18,The Clash,Life Is Wild,Punk,10
TRAPVXU128F149E7CD,Faces,Stay With Me,Rock,18
TRBAFBU128F427EFCE,Free,Woman,Rock,14
TRAFCVI128C7196BE6,Steel Pulse,We Can Do It,Reggae,23
TRAMESI128F93509F7,Britt Nicole,Set The World On Fire,Pop,14
TRAMLZC128F92F3EB9,Andrew W.K.,Long Live The Party,Rock,20
TRAOKXG128F4232497,Blue Rodeo,Up On That Cloud,Rock,1
TRAURRO128F1489B2C,Pennywise,6TH Avenue Nightmare,Punk,8
TRBFIAK128E07823AA,Funeral For A Friend,Your Revolution Is A Joke,Rock,18
TRBCBXZ128F14628C3,Lighthouse Family,Ocean Drive,Pop,18
TRBFPRL128F14569B9,Leona Naess,Paper Thin,Rock,13
TRAXMWV128F14612AB,Carlos Ponce,Quiero,Latin,2
TRBBOPV12903CFB50F,The Ronettes,Born To Be Together,Pop,14
TRARODV128F1460DBC,The Starting Line,A Goodnight's Sleep,Rock,16
TRBIDUK128F42806A4,Tampa Red,No Matter How She Done It,Blues,20
TRARYCL128F1456224,The Moody Blues,Tuesday Afternoon,Rock,8
TRAKLML128E07999DA,Ms. Dynamite,Unbreakable,RnB,14
TRAPMTM128F425B4E5,Cartel,Georgia,Rock,18
TRBHDGL128F42324A7,Abysmal Dawn,Programmed to Consume,Rock,23
TRBDUXD128F148328A,Fergie,Velvet,Pop,3
TRBDIMX128F147A307,Sergio Mendes,Puzzle of Hearts,Latin,14
TRASYVP12903D09590,Candlebox,Breathe Me In,Rock,12
TRACFAP128E07862C1,DMX,Damien,Rap,20
TRBEFFG128E0793C24,Monster Magnet,Black Celebration,Rock,16
TRAPJPD128F14572B3,Vixen,American Dream,Rock,18
TRARKGW128F92EB8F9,New Order,Guilty Partner,Rock,8
TRBHEVR128F4263CE0,Firehouse,Don't Treat Me Bad,Rock,8
TRBCTBG128F42B7E1B,Rubyhorse,Evergreen,Rock,18
TRAAGPF12903CE027E,Slim Whitman,Indian Love Call,Country,8
TRAWRHQ128F1495E6B,Sergio Mendes,O Morro (Live At El Matador_ San Francisco),Jazz,2
TRASIWA12903CFFC4D,Lady Saw,Get A Straw,Reggae,19
TRABLMN128E0792687,Weezer,Don't Let Go,Rock,8
TRAVGFT128F424278B,Café Quijano,Hablando A Un Cristal,Pop,2
TRAUWWP12903CC79CB,Keep Of Kalessin,Ascendant,Metal,23
TRATBVA128F9312ACC,Weezer,I Don't Want To Let You Go,Rock,12
TRBGWWM12903CCE627,Weezer,Mykel And Carli,Rock,21
TRADDRF128F145869F,Simple Minds,Careful In Career,Rock,17
TRAYUKR128F9344BB4,Leningrad Cowboys,Ulan Bator Girls,Rock,22
TRASYWM128F14804A5,The Panic Channel,Said You'd Be,Rock,3
TRBHAAK128F92E27BF,Wyclef Jean,Jean Dominique Intro,Rap,3
TRBFKHT128F427215E,Sophie B. Hawkins,I Want You,Rock,1
TRAQSPU128F422146B,Halfway to Gone,Black Night,Rock,16
TRBAJRL128F1482E66,The Summer Obsession,Where You Belong,Rock,7
TRAAVGB12903CFAA99,Hank Locklin,Filipino Baby,Country,18
TRALKHJ128F92E9D36,Leroy Van Dyke,If A Woman Answers,Country,8
TRAZZLJ128E07945F2,Eric B. & Rakim,Follow The Leader,Rap,24
TRAKHUW12903CF0048,Old Man's Child,Towards Eternity,Rock,23
TRAQVUG128F4286DE3,Joy Division,Transmission - [The Factory_ Manchester Live 11 April 1980],Pop,7
TRBGWEG12903CFF7EE,Twenty 4 Seven,You Gotta Be Safe,Pop,8
TRAATIU128F4291A84,Mastodon,Shadows That Move,Metal,24
TRACTHF128F4295A22,Kris Kristofferson,Road Warrior's Lament,Country,1
TRAAAFD128F92F423A,Gob,Face the Ashes,Punk,12
TRAPQBU128F934C32D,Primordial,Here I Am King,Metal,1
TRAYXPS128F422842E,Plasmatics,Lightning Breaks,Rock,8
TRAEFDK128F1473B92,The Impressions,This Is My Country,RnB,5
TRABGHG128F934B27E,UFO,Chains Chains (Live In Hammersmith),Rock,7
TRBGTPK128F429E5D5,Aesop Rock,Coma,Rap,23
TRATTNI128E0799697,Faith Hill,I Want You (Album Version),Country,14
TRAWAXV128F92E075C,Information Society,Empty,Pop,8
TRBEYJR128F4292651,Toni Braxton,Tell Me,RnB,9
TRAZYVR128F4280A24,Northern State,Last Night,Rap,12
TRBICRP128F42882BB,Dungeon Family,Follow The Light,Rap,18
TRAAOIN128F9303790,Test Icicles,Snowball,Rock,22
TRAFABO128F933DE53,Finntroll,Grottans Barn,Metal,13
TRAQTYT12903D134AC,Billie Jo Spears,What I've Got In Mind,Country,8
TRBHEBY128F148CF2B,Sister Hazel,Concede,Rock,14
TRAWFZB128F92FFB99,Jefferson Starship,Stairway To Cleveland,Rock,4
TRATWYC12903CE60D6,The Dillinger Escape Plan,Parasitic Twins,Rock,23
TRAMLGE128F92F81DD,Noisettes,Don't Upset The Rhythm (Go Baby Go),Pop,19
TRATFEN128F14A3A6E,Bobbie Gentry,Ace Insurance Man,Country,21
TRAYABW128F4235888,NOFX,We March To The Beat Of Indifferent Drum,Punk,24
TRBAOJU128F42621E6,The Distillers,Ask The Angels,Punk,1
TRAJXNB128F4261F43,Steve Vai,Brother,Rock,14
TRAEPZJ12903CB00C4,Unearth,Fuel the Fire,Metal,23
TRAYYAU128F92D58D0,Aaron Watson,Whiskey on the Fire,Country,17
TRABDTV128E0791839,Natural Elements,Mayday,Rap,23
TRBHGUK128E078E031,Jesus Jones,Yellow Brown,Rock,18
TRBFURI128F1455498,KT Tunstall,Under The Weather,Pop,8
TRAYDJL128F145F261,Suzi Quatro,Too Big,Rock,9
TRABYAR128F931B1A4,Robben Ford,Something For The Pain,Blues,14
TRACTUH128F92C93A3,Eddie Money,Two Tickets To Paradise,Rock,7
TRAYKTU128F934C82A,Y&T,Mean Streak,Rock,8
TRAEVHU128F92D9EA0,Blue October,My Never,Rock,8
TRAMPWN128F934C221,Unearth,Crow Killer,Metal,23
TRAAAEF128F4273421,Adam Ant,Something Girls,Rock,11
TRAJPPX128F4259FD4,Adam Ant,Friend Or Foe,Rock,5
TRAXJOA128F93474E8,Nicho Hinojosa,Tus Viejas Cartas,Latin,2
TRBGRGT12903CC5019,Open Hand,11th Street,Rock,8
TRAMDUW12903CB5100,brokeNCYDE,Schitzo,Pop,12
TRASYQQ128F425092B,The Killers,Mr. Brightside (Jacques Lu Cont's Thin White Duke Mix),Rock,22
TRAWVWS128F42ADCD1,Corona,You Gotta Be Movin',Electronic,9
TRAQYOC128F9341CDC,Busta Rhymes,Genesis,Rap,20
TRBDCAH128EF362D31,The Pharcyde,Passin' Me By,Rap,21
TRBHJJP128F145EA12,Pat Green,Threadbare Gypsy Soul,Country,14
TRAHXWI128F428B7DA,Geggy Tah,Special Someone,Rock,12
TRAGVAO128F4289B5D,Mobb Deep,Up North Trip,Rap,20
TRACMHD128F931FB14,Ensiferum,Hero In A Dream,Metal,23
TRBHLDQ128F423EF10,The White Stripes,Blue Orchid,Rock,7
TRBDKQI128F1465028,Milk Inc.,Nothing To You,Electronic,8
TRAPZLI128F92DB0CD,Dendemann,Dendemänner braucht das Land,Rap,15
TRAYJOF128F92F9EEA,Kelly Clarkson,Cry,Pop,8
TRBEFJE128F932139E,Eleanor McEvoy,Sophie,Pop,6
TRBFMFO128F421BFD4,Tranzas,Serenata,Latin,2
TRADPDI128F92EBD32,Monster Magnet,CNN War Theme,Rock,18
TRABJIX128C7196953,Amy Winehouse,Stronger Than Me,RnB,3
TRANJWP128F428560C,Estopa,Exiliado En El Lavabo,Latin,2
TRAVBAH128F9305DFC,Helmet,Give It,Rock,12
TRBCCAJ128F148CBBB,EPMD,Check 1_2,Rap,20
TRAENGX12903CBDFF6,The Pineapple Thief,Snowdrops,Rock,17
TRBGBUY128F422B413,Casiotone For The Painfully Alone,Attic Room,Electronic,12
TRAGBND128F92FC400,Rokia Traoré,Château de sable,World,0
TRBALIJ128F14884B5,Iggy Pop,Main Street Eyes,Rock,20
TRARBGM12903CC5026,Open Hand,Never Alone,Rock,8
TRAILUH128E0784D6D,Michael McDonald,Nowhere To Run,RnB,20
TRBFMTO128F9322AE7,The Rolling Stones,Start Me Up,Rock,10
TRALCCO12903CEBB97,Modern Lovers,She cracked,Rock,5
TRACVSS128E07846A7,Snow Patrol,Half The Fun,Rock,8
TRBHYTA128F93425AC,Ricardo Arjona,Ayudame Freud,Latin,2
TRANRFB128F1481F1E,Robert Palmer,Looking For Clues,Rock,9
TRADJGI128F148B0F6,Jonny Lang,The One I Got,Blues,8
TRALRTY128F428BE43,Usher,I Need Love,RnB,14
TRAYKZI128F932B9E8,Evergreen Terrace,We're Always Losing Blood,Metal,22
TRAWGLP128F92DE5AD,Spongebob Squarepants,Ripped Pants,Pop,7
TRAONNA128F4268CCA,Mobb Deep,Where Ya Heart At,Rap,20
TRAOYHS128F427EF8B,Daniel Johnston,Desperate Man Blues,Rock,17
TRBATKI128F4284D54,Joy Enriquez,Between You And Me,Pop,8
TRAPQQI128F1460D64,Mötley Crüe,Hell On High Heels,Rock,9
TRBDHUR128F423EC48,Love and Rockets,Sweet Lover Hangover,Rock,16
TRBFJKU12903CEDB0C,Butthole Surfers,22 Going On 23,Rock,5
TRBAFWX12903CA9831,The Black Crowes,Roll Old Jeremiah,Rock,16
TRAKCFG128F149D9B7,Tracy Byrd,Walkin' In,Country,4
TRATDDM128F93417AF,Los Auténticos Decadentes,El Gran Señor,Latin,2
TRAZOEU128F92E28DD,Willy DeVille,Louise,Rock,12
TRAZHZI128F930653D,The Sensational Alex Harvey Band,Framed,Rock,13
TRAQEOP12903CA65E2,Shakira,Tú,Pop,2
TRBFYJE128F14A8ABF,Steel Pulse,Man No Sober (LP Version),Reggae,21
TRADSQZ128F42707D7,Silverchair,Suicidal Dream,Rock,20
TRAXOQP128F930DD49,Mungo Jerry,Pushbike Song,Pop,10
TRBBQPP128F92EE611,Bob Marley & The Wailers,Three Little Birds,Reggae,14
TRANWOF12903CB3E19,The Crystal Method,Realizer,Electronic,1
TRBEQFT128F4238A28,T.O.K.,Chi Chi Man,Reggae,19
TRARTJL128F92CB44B,Bon Jovi,Raise Your Hands,Rock,17
TRAYPMR128E0785DD1,Nick Cave & The Bad Seeds,Loverman,Rock,12
TRAKAGL128F148B3B7,Tesla,Gettin' Better,Rock,4
TRAJIUK128F42668E6,Firehouse,Rock On The Radio,Rock,7
TRAOUOI128F4290E44,Jim Reeves,Rosa Rio,Country,1
TRBHQHN128F148A1B3,Dinosaur Jr,Green Mind,Rock,8
TRBBDPA12903CCCA06,Autumnblaze,Haughtiness And Puerile Dreams,Metal,12
TRAFIHK12903CBDFF1,The Pineapple Thief,Boxing Day,Rock,10
TRAHBQT128F4213403,Blackalicious,Ego Trip by Nikki Giovanni,Rap,21
TRAZSJY128F92CCEA0,Eric Burdon,Leo's place,Rock,12
TRAHXGG128F9350452,Korn,Right Now,Rock,8
TRADMFK12903CC2478,Open Hand,The Ambush,Rock,8
TRBGFUW12903CA0E6B,Alice Cooper,Goin' To The River,Rock,17
TRBHKCL128F425A036,George Michael,Shoot The Dog,Pop,21
TRAJTYX128F145AD24,Be Bop Deluxe,Between The Worlds,Rock,18
TRAGDPH128F9344020,Dead To Me,Don't Lie,Punk,17
TRAIJMG12903D08168,L7,This Ain't Pleasure,Rock,19
TRAGMXK128F9305A50,Bersuit Vergarabat,De Onda,Latin,2
TRBBVNR128E078E1E4,Black Eyed Peas,Tell Your Momma Come,Rap,3
TRAHUQT128F4281228,Nickelback,We Will Rock You,Rock,4
TRAKXMS12903CB36F2,DAVE MATTHEWS BAND,The Space Between,Rock,12
TRARJEK128F930B3AA,Stevie Ray Vaughan And Double Trouble,Couldn't Stand The Weather,Blues,8
TRARKRC128E0791D82,Extreme,Song For Love,Rock,10
TRBDMCC128F9358267,Roger Creager,The Everclear Song,Country,21
TRAQYUA128F428742F,Mississippi Fred McDowell,You Gotta Move,Blues,10
TRAUVUF128F148D1AA,The Misfits,Dig Up Her Bones,Punk,21
TRAUNNH12903CB038C,Keep Of Kalessin,Many Are We,Rock,23
TRAKWXV128F42889FB,Hotwire,Not Today,Rock,8
TRABBXU128F92FEF48,Mitch Ryder,Jenny Take a Ride,Pop,24
TRAGAAF128F9338911,Joe McBride,This Is How A Heart Breaks,Jazz,17
TRARBJW128E0788A1A,Inspiral Carpets,Keep The Circle Around,Rock,12
TRAMMDM128F425EAA9,Wyclef Jean,Heaven's In New York,Rap,11
TRAZACV128F426983D,Simple Minds,See The Lights (2002 Digital Remaster),Pop,17
TRAIWNA128F145E2CD,Robert Palmer,Love Can Run Faster,Rock,17
TRAINIF128F426416B,Backstreet Boys,The Call,Pop,8
TRASQIB128F426693D,Jennifer Lopez,Ain't It Funny,Pop,8
TRAHSTL128F931708D,Streetwize,No One,Jazz,1
TRAERPT128F931103E,The Rolling Stones,Time Is On My Side,Rock,3
TRBCJIX128F424F99E,2raumwohnung,Mädchen mit Plan,Electronic,15
TRBFICL12903C9CE02,Sweet,Neon Psychedelia,Rock,1
TRASKII128F92FA33E,The Ataris,Whatever Lies Will Help You Rest,Rock,13
TRAEDYD128F425A868,K-OS,Clap Ur Handz,Rap,24
TRBHKKJ128F427A3B1,Wyclef Jean,Midnight Lovers,Rap,24
TRAPDOI128F9327982,Antimatter,Expire,Rock,12
TRAFRKU128F933CE16,The Black Crowes,Girl From A Pawnshop,Rock,12
TRASYIH12903D08529,Nick Jonas & The Administration,State of Emergency,Pop,8
TRAVLXZ128F42A22E4,Jim Reeves,May The Good Lord Bless And Keep You,Country,18
TRBGJDW128F4292EDB,Alicia Keys,Karma,RnB,19
TRAYGYF128F930CA01,Solas,Clothes Of Sand,Folk,1
TRANPHV128F9344CC3,Nerf Herder,Nervous Breakdown,Punk,21
TRAHCHN128F4276D58,Gipsy Kings,Somos Gitanos,World,2
TRADKAX128E0786B92,Death From Above 1979,Romantic Rights,Rock,7
TRBEVTM128F92FE2B2,The Crystal Method,More,Electronic,18
TRAVLWL128F424EF6A,The All American Rejects,The Future Has Arrived,Rock,22
TRAATPA128F146753C,Extreme,Teacher's Pet,Rock,22
TRAISYU128F427F486,Frankie J,Gone,RnB,8
TRAMBBV128F9337714,Anti-Flag,Tearing Everyone Down,Punk,5
TRANZIL128F42A2670,Dolly Parton,Light Of A Clear Blue Morning,Country,4
TRBHDTL128F1468F7D,The Motors,Dancing The Night Away,Rock,7
TRBBQJZ128F92C5AF2,Blue Rodeo,Fools Like You,Rock,23
TRAWULX128F4291255,Martina McBride,God's Will,Country,21
TRBBJFO12903D074EE,King Tee,King Tee Production,Rap,24
TRBEHNT128E0792546,Monster Magnet,Down In The Jungle,Rock,7
TRACUCT128F422BC2F,Photo Atlas,Red Orange Yellow,Rock,8
TRADCHC128F42134B5,Blackalicious,Rock the Spot,Rap,24
TRALNOD128F4264AEB,Teena Marie,Help Youngblood Get To the Freaky Party,RnB,20
TRAEUIW12903D018F0,Jack Johnson,You And Your Heart,Rock,8
TRAIZQI128F42A51F9,Matisyahu,Refuge,Reggae,1
TRAGOVG128F42A963D,Korn,Make Me Bad,Rock,8
TRAGEQI128F429154D,Bongzilla,Cutdown,Metal,23
TRAJHHE128F146815C,Freddie King,Hide Away,Blues,14
TRAWLGG128F42884CA,Usher,Pianolude,RnB,9
TRAFAQY12903CA70F7,The Suicide Machines,Your Silence,Rock,23
TRAWSYF128F149431A,Vangelis,Twilight,New Age,1
TRBFVZZ128F92FD7B5,Huey Dunbar,Llegaste Tú,Latin,2
TRAWIJG128F42B502C,Shania Twain,Two Hearts One Love,Country,14
TRAJBSL128F428A021,Jim Reeves,I Guess I'm Crazy,Country,4
TRBBMQN128EF35F995,Maroon 5,Through With You,Pop,14
TRAPPUN128F429400B,Foo Fighters,Overdrive,Rock,12
TRAQEUQ128F425282E,Behemoth,Chant For Eschaton 2000,Metal,23
TRAUODU128F9307467,DAVE MATTHEWS BAND,Tripping Billies,Rock,1
TRBBBMT128F42A0A4E,FU-Schnickens,True Fuschnick,Rap,24
TRBFEIX128F426A5F8,Silverchair,Roses,Rock,8
TRBENZL128F1455ECA,Roger Miller,Husbands And Wives,Country,3
TRAQDZZ128F42AF66A,Three 6 Mafia,Let's Plan A Robbery,Rap,20
TRAVQBP128F145BB9B,Butthole Surfers,Tongue,Rock,8
TRAJFQF128F92E354E,Tyrone Wells,Baby Don't You Change,Rock,6
TRAPASL128F422BC00,Monty Are I,In This Legacy,Rock,12
TRAUYZG12903CDA4E9,Bon Jovi,This Ain't A Love Song,Rock,8
TRAKOPE128F421CE6A,Patsy Cline,I Cried All The Way To The Altar,Country,8
TRAXDAH128F422BBFC,Monty Are I,O Brother,Rock,8
TRALLSP128F148AD75,Long Beach Dub Allstars,Kablammin' It,Rock,24
TRAABVM128F92CA9DC,Tesla,Caught In A Dream,Rock,4
TRAAXUY128F426BA55,Gene Clark,Set You Free This Time,Rock,8
TRBCNWM128F92D50EC,50 Cent,U Not Like Me,Rap,20
TRABTXS128F92E2FDC,Zeromancer,Ammonite,Metal,17
TRAPYVH128F428CFD7,Daughters,Pants_ Meet Shit,Rock,12
TRBHZYO128E07862BE,DMX,Look Thru My Eyes,Rap,20
TRAMOPU128E07888FD,The Smashing Pumpkins,Rocket,Rock,23
TRADZQV128F14A5760,Little Eva,The Loco-Motion,RnB,9
TRBCANP128F92FA6B9,Evanescence,Good Enough,Pop,8
TRBHMMC128F424991B,Fulanito,Lado A Lado (Bomba Carnaval Mix),Latin,1
TRAHORF12903CDA9FB,Minipop,Fingerprints,Pop,1
TRAOJZC128F14932D5,The Cure,Lost,Rock,14
TRAMKKJ128F1463612,Burning Spear,Tumble Down,Reggae,6
TRAGHBP128E0793AF7,The Police,Wrapped Around Your Finger,Rock,22
TRASBZK128F42692CA,Amorphis,Crimson Wave,Metal,12
TRBGRWH128F92E3551,Tyrone Wells,Need,Rock,12
TRAAFMS128F933AB23,Soda Stereo,Entre Caníbales,Latin,2
TRAUWQL128F424696E,Elvenking,Trows Kind,Rock,1
TRAHFHR12903CCCAF8,Andrew W.K.,Can You Dance With Me?,Rock,7
TRAMGPM128F9311196,Arctic Monkeys,From The Ritz To The Rubble,Rock,8
TRAZSCZ128F42554F4,John Fogerty,Don't You Wish It Was True,Rock,18
TRAUGRD128F425E997,Anna Abreu,Shame,Pop,17
TRAWTGS128F14569A8,Leona Naess,Chase,Rock,22
TRAXRGF128F930A59F,Beastie Boys,Flute Loop (2009 Digital Remaster),Rap,24
TRARIRG128F147FC96,Phil Collins,I'm Not Moving,Pop,8
TRBEWCS128F428BA34,NOFX,Bath Of Least Resistance,Punk,10
TRASSZI128F146EC5F,Snow Patrol,In My Arms,Rock,8
TRAEAZV12903D0CBA6,Enter the Haggis,Skyswimmer,Rock,1
TRAWSXV128F4273E35,Mobb Deep,Hell On Earth (Front Lines),Rap,20
TRBHOXV128F92FBB72,Eddy Arnold,Molly Darling,Country,14
TRAJLOY128F92E4EAF,Saga,Believe,Rock,8
TRADESF128F4214D8E,Guns N' Roses,Mama Kin,Rock,22
TRAQTOS128F428E94B,SKYCLAD,The One Piece Puzzle,Metal,8
TRBEIYU128F92E88A9,Johnny Horton,The Golden Rocket,Country,4
TRAPVRU128F9302300,SKOLD vs. KMFDM,All Or Nothing,Electronic,21
TRAGSJQ128F149EF8D,Every Time I Die,California_ Gracefully,Metal,23
TRAXIYW12903CB4343,Goatwhore,Sky Inferno,Metal,23
TRANRGP128F1465737,Bryan Ferry,Going Down,Rock,21
TRAFYYU128F4229376,Every Time I Die,Depressionista,Rock,10
TRBGIDU128F4241A2E,Schoolyard Heroes,The Last Man On Earth,Rock,17
TRAYZXS12903CF1C4F,Old Man's Child,Life Deprived,Rock,23
TRAUTXO128F4263C8E,Loretta Lynn,I'd Rather Have Jesus,Country,18
TRBDDTT128F4291192,Soilent Green,Pretty Smiles & Shattered Teeth,Metal,12
TRAQEVV128EF34E413,Sick Puppies,Deliverance,Rock,22
TRBFIUJ12903CFEB7C,Winds Of Plague,Origins And Endings,Rock,23
TRAFLZY128F148959F,My Chemical Romance,House Of Wolves (Album Version),Rock,5
TRAZYYE128F1456A0E,Brenda Lee,Everybody Loves Me But You,Country,8
TRBHCXR128F92E7D0E,Descendents,Cheer,Punk,14
TRAUXSK128F427C58D,Anti-Flag,The Modern Rome Burning,Punk,23
TRABLLK128F428FFAF,George Harrison,Hear Me Lord (2001 Digital Remaster),Rock,18
TRAXWLM128F1453E3B,Juelz Santana,There It Go (The Whistle Song),Rap,9
TRAFMME128F932B4D5,Aiden,Killing Machine,Rock,23
TRBIGRY128F42597B3,Sade,All About Our Love,RnB,14
TRAWTUV128F426DD46,Happy Mondays,Grandbag's Funeral,Rock,18
TRAISYO128E07888A6,Mariah Carey,Mine Again,RnB,12
TRAWDWZ128F9340E55,Chris Brown,Famous Girl,RnB,11
TRBBVBM128F4276D82,Teenage Fanclub,I Don't Know,Rock,21
TRBGICJ128F427BA9A,Mustafa Sandal,Beni Aglatma,Rock,13
TRAETTV12903CBBD09,Jimi Hendrix,Voodoo Chile Blues,Blues,1
TRAAPPQ128F14961F5,The B-52's,Wig,Rock,1
TRALOBE12903CDA6C5,BT,Mercury & Solace,Electronic,18
TRAOMDT12903CF73C3,Adrienne Pierce,Laundry & Dishes,Pop,8
TRAQYZI128F4273CF3,Electric Light Orchestra,Indian Queen,Rock,18
TRAGAGQ128E0781352,The Stranglers,It Only Takes Two To Tango,Rock,7
TRBGNAF128F9339532,SUMO,Noche De Paz,Latin,18
TRAXLIU128E07860D4,DMX,I'ma Bang,Rap,20
TRANZRO128F4278401,Emilio,Even If I Tried,Country,8
TRBFGFF12903CF4183,OV7,Volvere,Latin,2
TRBBWDJ128F42595D5,U2,October,Rock,1
TRBAHID128F4278EAF,Shakira,Objection (Tango),Pop,5
TRBGPCC128F428FF02,Suicidal Tendencies,Looking In Your Eyes,Metal,12
TRAAQIH128F428BDEA,Busdriver,(Bloody Paw On The) Kill Floor,Rap,19
TRABVWG128F9359323,Mötley Crüe,Get It For Free,Rock,11
TRAWCQE128F14676AC,Lifehouse,Simon,Rock,12
TRASSZL128F428FA5D,Obie Bermudez,Celos,Latin,2
TRADAYS12903CDBE0F,Furry Lewis,Judge Boushay Blues,Blues,21
TRBAHJW128F92CC8B4,Swallow The Sun,Doomed To Walk The Earth,Metal,23
TRAWKPT128E0795428,Saosin,Bury Your Head (Acoustic),Rock,12
TRAMMQW128F42621E1,The Distillers,Oh Serena,Punk,14
