"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"750",0.226,1,4,10,212.434,0,220.52526,-8.365,122.348,8,14
"751",2.659,0,1,11,281.49,1993,289.09669,-4.62,125.159,1,14
"752",0,1,5,10,157.907,2005,160.96608,-8.317,84.141,20,14
"753",0,1,5,1,246.77,2000,256.62649,-9.071,137.765,9,4
"754",0,0,4,8,198.978,1988,208.32608,-8.078,115.692,24,11
"755",0.189,0,3,7,32.316,2002,35.65669,-18.161,82.568,0,14
"756",0.136,1,1,0,202.664,2008,207.82975,-6.399,216.023,2,6
"757",0,1,4,9,155.788,2005,159.89506,-5.111,200.877,8,10
"758",0.287,1,4,2,287.631,1998,296.30649,-6.98,103.863,14,2
"759",0.212,1,4,7,245.232,2005,253.83138,-6.083,93.044,17,14
"760",0.363,1,3,8,154.285,1965,161.48853,-13.797,79.181,18,2
"761",0,1,4,2,207.975,1995,215.40526,-5.66,169.966,21,3
"762",0,1,4,0,344.393,2004,349.04771,-6.615,136.967,12,3
"763",1.164,0,4,10,170.916,1997,181.21098,-5.128,111.153,21,10
"764",2.792,1,4,1,219.806,1986,236.61669,-4.21,111.122,14,9
"765",0.328,1,4,8,355.051,2006,357.45914,-5.492,200.036,1,14
"766",0.165,1,4,5,246.399,2003,259.05587,-4.73,104.123,11,11
"767",0.102,0,1,8,264.98,2008,270.21016,-5.958,229.864,23,7
"768",0.107,0,4,4,212.683,2002,217.93914,-4.384,92.608,23,7
"769",0.113,0,1,10,295.683,2008,299.80689,-6.247,178.804,23,10
"770",0.062,1,5,1,201.3,0,207.56853,-6.336,138.385,19,14
"771",0.136,0,4,11,212.759,2006,233.22077,-4.741,154.998,8,3
"772",0.079,1,4,9,249.812,1990,262.29506,-9.759,142.372,9,1
"773",2.09,1,3,8,420.705,1995,432.97914,-7.984,91.775,8,14
"774",0.136,1,4,2,219.347,2007,229.8771,-3.662,87.712,8,2
"775",0.148,0,4,4,162.975,1972,182.7522,-8.962,207.544,14,9
"776",0.921,1,4,10,123.135,1964,136.01914,-13.53,65.771,14,14
"777",0,0,4,0,232.391,1990,236.5122,-9.308,111.755,22,13
"778",0.162,0,4,6,249.382,1992,257.54077,-5.775,144.974,12,14
"779",0.223,1,4,11,147.998,2007,150.15138,-3.778,91.357,23,14
"780",0.282,0,4,2,310.34,1998,313.36444,-3.944,88.336,1,7
"781",0.316,1,4,11,161.321,1995,166.66077,-17.053,112.625,21,1
"782",0.102,0,4,8,164.281,1998,166.86975,-9.309,94.971,21,11
"783",0,1,1,6,197.903,1971,197.90322,-5.431,119.744,9,14
"784",0.206,1,4,2,201.822,1999,205.40036,-4.129,104.036,2,9
"785",0,0,4,8,219.858,1994,225.41016,-9.531,130.677,1,7
"786",0.351,1,4,5,112.878,1968,119.90159,-14.09,111.12,16,2
"787",0.462,1,4,0,135.372,1967,146.02404,-15.911,144.538,8,2
"788",0,1,4,2,223.059,2003,223.05914,-7.383,93.011,2,14
"789",0.195,1,4,2,226.075,0,232.48934,-4.286,110.016,2,6
"790",0.218,1,1,7,196.4,1994,198.76526,-8.234,104.101,21,14
"791",0.45,1,1,8,283.562,1991,291.97016,-25.342,64.011,8,9
"792",2.392,1,4,4,222.61,0,229.32853,-7.973,99.984,2,6
"793",0.241,1,4,9,180.599,2007,185.99138,-9.168,146.053,22,14
"794",0.177,1,4,7,150.117,2000,155.402,-22.377,87.038,18,2
"795",0.218,0,3,0,453.486,1975,469.60281,-13.615,86.992,18,14
"796",0.195,1,4,4,191.652,2008,207.09832,-4.66,154.354,8,2
"797",0,0,4,8,82.03,0,91.34975,-11.867,95.502,13,14
"798",0,0,4,0,185.469,2008,188.65587,-4.706,150.077,8,14
"799",0.467,1,5,1,113.615,1993,126.64118,-9.423,122.47,8,14
"800",0,0,4,6,158.662,1991,166.32118,-5.13,81.419,21,14
"801",0,0,4,1,255.565,2001,286.53669,-6.292,98.513,12,14
"802",0.322,1,4,3,307.891,2004,314.20036,-5.567,142.141,16,14
"803",0.189,0,4,11,153.884,2000,163.91791,-6.028,119.2,8,3
"804",1.386,1,4,5,300.362,1988,314.27873,-4.82,70.876,14,14
"805",0.165,0,1,0,383.303,2003,401.8673,-7.916,86.505,16,14
"806",0.665,1,4,10,265.561,1986,269.29587,-5.074,130.461,16,14
"807",0.45,1,5,7,212.805,1996,225.43628,-7.372,84.373,18,14
"808",0,1,4,3,180.227,1984,188.99546,-10.44,111.459,14,9
"809",0.161,0,4,9,258.276,2005,270.05342,-9.364,118.144,23,12
"810",0.212,1,4,1,228.328,2001,234.16118,-6.135,96.007,20,11
"811",0,0,4,1,299.009,2006,313.3122,-5.437,113.746,8,7
"812",2.664,1,4,11,505.655,1997,512.78322,-8.575,95.002,8,9
"813",0.223,1,4,10,251.304,2002,268.69506,-8.053,94.916,12,14
"814",5.103,0,4,8,345.53,2000,360.95955,-7.072,141.78,12,14
"815",0,0,4,1,203.726,2007,209.84118,-12.466,98.401,20,11
"816",0,0,4,5,216.352,0,219.21914,-4.963,105.98,11,13
"817",0.478,0,4,3,197.004,1987,201.74322,-12.083,123.788,22,14
"818",2.415,0,4,1,259.373,1992,286.69342,-10.235,101.779,21,11
"819",0,1,4,7,250.404,2010,252.81261,-4.194,100.138,23,14
"820",5.904,1,4,8,355.619,0,364.38159,-7.759,87.337,10,14
"821",0,1,4,0,287.626,2004,296.04526,-5.233,136.129,6,14
"822",0.305,1,4,9,226.377,1981,240.3522,-6.681,189.735,4,14
"823",0,1,7,3,449.591,1993,460.56444,-10.351,79.952,23,7
"824",0.2,0,4,9,70.798,2005,76.82567,-8.892,122.887,7,9
"825",0.316,1,4,0,179.322,1996,192.62649,-6.782,165.763,21,2
"826",0.183,1,4,1,149.687,2004,160.46975,-4.948,194.107,8,14
"827",2.995,0,4,1,191.64,2002,195.73506,-4.939,90.545,2,6
"828",0.326,1,4,9,215.197,1999,223.00689,-3.807,113.846,14,2
"829",3.825,0,4,6,245.429,2005,254.27546,-3.828,125.062,12,14
"830",0,1,4,8,209.473,1999,212.61016,-16.611,209.056,9,13
"831",0,0,4,6,235.595,2006,252.18567,-6.623,124.094,21,14
"832",0,1,4,7,172.542,2005,175.96036,-1.983,140.618,4,14
"833",0.479,1,4,5,131.866,1988,137.19465,-11.737,119.441,12,9
"834",0,1,4,5,175.334,2005,182.282,-11.281,104.131,18,9
"835",2.212,1,4,0,315.751,1989,331.36281,-30.285,87.94,21,14
"836",0,1,4,0,134.809,0,143.62077,-9.912,97.341,8,10
"837",0,0,1,9,152.689,0,157.67465,-16.892,155.792,2,5
"838",0,1,4,2,218.976,1999,230.47791,-14.743,123.871,14,6
"839",0.328,1,4,2,144.126,2002,152.65914,-6.818,91.018,17,14
"840",0.38,0,4,9,269.897,1996,274.1024,-3.414,91.913,20,11
"841",3.558,0,1,7,264.661,1990,297.66485,-24.732,163.789,1,8
"842",0.142,1,4,11,190.299,2000,199.07873,-5.769,93.259,22,14
"843",0.102,1,4,7,205.52,2007,211.40853,-5.217,125.19,8,14
"844",0.152,0,4,11,197.027,1990,200.80281,-11.927,113.781,18,14
"845",0.659,1,4,1,331.5,2003,349.33506,-10.271,127.434,21,2
"846",0.27,0,4,2,344.648,1975,365.24363,-9.745,116.486,16,14
"847",0.16,1,4,8,327.245,0,343.40526,-11.432,126.954,9,3
"848",0.293,1,3,4,216.776,2000,222.74567,-14.519,108.054,8,2
"849",0,1,4,8,283.846,0,283.84608,-7,149.012,8,14
"850",0,1,4,5,320.209,2007,331.31057,-5.637,120.234,15,11
"851",0.113,1,4,9,340.968,2008,352.96608,-7.483,85.239,12,14
"852",0,1,4,8,150.999,2005,154.85342,-5.573,201.566,8,10
"853",0,0,3,4,234.684,2005,234.68363,-5.464,183.619,15,11
"854",0.461,0,4,3,285.559,0,289.30567,-6.569,124.152,9,13
"855",0.148,1,1,0,219.15,0,234.16118,-6.748,127.257,17,2
"856",0.148,0,3,11,263.059,2006,279.24853,-3.699,170.038,8,14
"857",0.206,0,1,7,171.236,2004,173.73995,-4.192,93,23,14
"858",0.195,0,4,9,280.137,2006,288.70485,-6.503,97.233,8,14
"859",0,1,1,10,217.188,2003,221.20444,-5.511,107.485,23,7
"860",0,1,4,7,278.648,1999,278.64771,-5.206,94.084,21,14
"861",0.078,0,4,11,180.547,2001,188.36853,-9.105,98.705,2,6
"862",0.125,1,4,7,149.101,2005,155.97669,-7.711,168.08,14,2
"863",0.125,1,4,1,290.313,2001,306.05016,-4.557,92.4,20,11
"864",0,1,4,8,242.358,0,248.52853,-6.623,141.493,5,10
"865",2.026,0,4,4,140.428,2001,147.22567,-9.647,103.967,20,11
"866",0.241,1,4,7,228.641,2002,240.3522,-5.933,89.981,2,6
"867",0,1,1,7,84.192,2002,84.1922,-2.908,120.907,21,7
"868",0.996,1,4,9,147.389,2001,155.24526,-15.512,167.793,10,9
"869",0,1,4,2,265.012,1993,265.01179,-7.416,134.551,22,1
"870",4.365,1,4,11,142.698,2003,159.65995,-13.092,87.461,2,3
"871",0.154,1,4,7,340.259,0,348.08118,-12.494,152.313,14,14
"872",0,1,4,7,107.99,0,114.52036,-8.649,104.487,24,11
"873",0,1,4,10,229.262,1994,247.58812,-8.512,121.524,10,14
"874",0.27,1,4,1,117.806,1996,128.33914,-13.276,115.365,9,12
"875",0.242,0,3,9,153.919,1967,171.15383,-14.876,163.371,18,14
"876",0.45,0,7,8,184.274,2007,193.74975,-7.944,161.032,1,14
"877",0.173,1,4,10,240.524,2007,256.93995,-8.036,130.106,14,9
"878",0.432,1,4,9,276.91,2009,288.33914,-4.433,136.383,8,14
"879",0.101,1,4,9,178.503,2005,180.55791,-7.468,100.05,9,11
"880",3.17,1,4,2,213.316,2001,218.67057,-11.413,157.419,6,14
"881",3.791,1,4,9,250.021,1988,266.4224,-10.228,127.68,9,14
"882",3.28,1,4,4,308.216,1977,312.58077,-11.803,127.803,14,14
"883",0.125,0,3,4,151.092,2006,158.11873,-4.795,94.898,24,10
"884",0,1,4,5,192.581,2005,201.29914,-4.428,160.057,12,14
"885",0.328,1,4,0,63.832,1981,67.76118,-18.967,89.32,19,14
"886",0.386,0,4,4,190.427,1974,200.202,-8.28,114.638,9,14
"887",0.357,1,4,1,190.618,1996,200.38485,-7.365,153.849,22,2
"888",0.235,1,4,6,169.61,2000,172.22485,-5.072,125.307,8,14
"889",0.357,1,1,0,285.907,2004,293.69424,-11.494,69.457,14,1
"890",0.214,1,4,4,276.126,1984,288.80934,-12.525,102.976,7,14
"891",1.535,0,3,10,260.47,1991,265.76934,-9.259,0,24,3
"892",0.229,0,4,6,116.785,2006,122.72281,-3.779,200.06,20,7
"893",5.985,0,4,11,245.023,2002,255.97342,-9.758,87.848,1,4
"894",0.062,0,4,11,198.664,2005,211.53914,-4.618,102.034,16,9
"895",0.148,0,4,2,298.411,1989,303.09832,-11.273,91.846,2,15
"896",0,0,3,4,241.255,2004,249.12934,-8.138,163.44,21,11
"897",0.148,1,3,10,202.06,2009,214.5171,-4.256,142.137,8,9
"898",0.384,1,3,9,294.847,1993,308.76689,-3.947,105.804,14,14
"899",2.955,1,4,4,285.152,1983,285.1522,-9.462,165.712,8,14
"900",0,1,4,4,241.449,2009,241.44934,-3.862,158.976,22,7
"901",0.235,1,4,3,422.255,1992,426.78812,-4.024,144.252,5,14
"902",0.554,0,4,11,238.306,1999,249.28608,-7.899,87.146,14,14
"903",0.305,1,4,4,109.436,0,116.89751,-6.957,130.196,14,14
"904",10.257,1,4,7,179.316,1966,182.56934,-14.299,107.593,12,14
"905",0,1,4,8,220.499,2006,220.49914,-3.884,110.631,18,7
"906",0,0,3,2,249.765,2001,256.33914,-10.426,92.922,8,13
"907",0,1,4,0,411.312,1991,415.81669,-9.306,131.272,13,14
"908",0.498,0,4,5,373.656,1994,382.01424,-7.971,137.589,12,14
"909",0,1,3,4,165.036,1999,169.69098,-6.669,92.551,20,11
"910",0.444,1,4,9,213.293,1996,221.33506,-9.472,91.833,14,14
"911",0,1,4,7,263.059,0,271.69914,-4.734,137.231,24,14
"912",0.101,0,1,9,233.529,0,246.72608,-4.146,84.014,20,14
"913",0.334,1,4,9,192.058,1996,195.5522,-7.497,169.938,22,14
"914",0.729,1,7,6,184.506,1929,191.11138,-14.873,114.177,21,1
"915",0,1,4,7,220.29,1998,220.29016,-3.935,148.412,2,14
"916",0.514,1,1,10,160.403,1961,167.70567,-23.611,92.851,1,2
"917",0.154,0,4,7,268.225,2003,280.00608,-7.787,167.997,21,9
"918",0.308,1,4,0,168.254,1996,168.25424,-5.936,134.102,8,14
"919",0,1,4,4,219.719,2007,229.14567,-6.062,77.722,2,9
"920",0.206,1,4,2,160.363,2008,171.10159,-8.81,130.985,17,2
"921",0,1,0,1,109.929,2004,233.27302,-4.309,0,15,3
"922",0,1,3,6,247.948,2003,252.62975,-6.172,97.045,8,14
"923",0,1,4,11,249.87,1994,265.06404,-8.6,146.775,14,14
"924",0,1,4,7,91.069,0,94.01424,-5.28,102.394,4,10
"925",0.217,1,4,1,285.896,2003,288.44363,-5.52,164.595,23,14
"926",0.339,0,3,5,271.865,2000,278.04689,-3.676,84.655,2,9
"927",0,1,4,1,261.877,1991,261.8771,-7.968,125.344,17,9
"928",0,1,5,8,44.478,2003,46.602,-13.928,201.792,20,11
"929",0.084,1,4,2,202.977,0,209.00526,-3.589,161.631,8,14
"930",0.345,0,4,7,220.764,0,236.042,-9.074,132.025,12,14
"931",0,0,3,6,300.907,1993,319.73832,-4.277,162.343,9,14
"932",0,0,4,6,154.117,1965,161.48853,-11.219,105.832,17,14
"933",0,1,3,7,131.053,1984,135.99302,-15.086,111.716,14,1
"934",0.183,1,3,6,265.491,2005,275.46077,-10.752,161.68,18,14
"935",0,1,3,5,514.014,1972,536.0322,-9.253,92.461,13,14
"936",0,0,4,6,149.763,2005,158.64118,-7.468,93.408,24,11
"937",2.601,1,4,6,337.102,2002,345.96526,-5.125,89.008,1,14
"938",0,1,4,0,300.495,1983,304.22159,-4.456,135.648,24,14
"939",0,1,4,8,176.613,2009,176.61342,-4.606,94.937,1,14
"940",2.043,0,4,4,280.468,2006,288.31302,-18.328,82.723,23,13
"941",2.409,0,4,2,254.288,1975,271.69914,-9.003,151.796,21,14
"942",0,0,4,10,136.96,2004,136.95955,-4.178,95.285,24,11
"943",0.165,1,1,7,272.271,2008,282.30485,-8.975,60.646,12,14
"944",4.719,1,4,10,182.712,2008,195.21261,-3.592,129.975,8,3
"945",0,0,4,10,162.783,2002,177.52771,-6.04,114.998,17,14
"946",3.338,1,1,6,132.621,2002,144.14322,-9.427,101.308,14,9
"947",0.403,0,3,7,318.096,2006,345.75628,-18.942,122.002,14,14
"948",0.938,1,4,4,237.401,2007,250.95791,-5.187,124.505,18,14
"949",0.252,1,4,7,233.616,1999,246.5171,-12.733,138.593,12,14
"950",4.017,0,4,0,262.565,2006,274.99057,-6.114,158.972,22,14
"951",0.299,0,4,2,184.332,0,195.81342,-4.436,146.063,23,14
"952",0.221,0,4,9,196.719,0,201.66485,-5.559,134.882,0,9
"953",0,1,4,7,162.215,2007,174.81098,-4.403,155.07,12,9
"954",2.247,1,4,7,182.526,1993,188.31628,-9.958,115.906,17,14
"955",0.108,1,4,4,270.431,2003,292.88444,-14.507,129.887,5,9
"956",0.091,1,4,8,178.84,2009,185.86077,-3.242,99.024,8,10
"957",0,1,4,4,159.144,2008,167.07873,-17.514,100.848,9,2
"958",2.682,0,4,0,216.474,2007,227.57832,-7.695,96.068,2,2
"959",0.282,0,3,7,312.726,0,328.69832,-7.317,104.186,13,7
"960",0.188,0,7,5,307.397,0,325.92934,-7.863,194.922,10,13
"961",0.069,1,4,9,220.148,2007,223.4771,-6.658,99.994,11,12
"962",0.177,0,4,1,196.243,2006,200.64608,-6.641,91.858,8,14
"963",0,1,7,9,234.919,1985,234.91873,-8.38,145.883,12,7
"964",0.09,1,5,6,189.829,2004,208.09098,-7.492,129.352,12,11
"965",0.55,1,3,7,143.47,1995,151.03955,-15.603,107.073,8,2
"966",0.27,0,7,10,325.619,1988,335.01995,-9.406,219.94,24,11
"967",2.438,1,4,7,249.626,1991,255.65995,-10.672,103.976,21,14
"968",1.646,0,5,4,222.43,1993,243.17342,-6.149,152.468,3,14
"969",2.241,1,1,0,357.193,0,364.64281,-17.67,60.882,12,5
"970",5.207,0,4,5,291.573,1999,293.66812,-11.083,97.748,16,13
"971",0.313,1,5,0,188.575,2005,207.62077,-5.116,96.002,2,6
"972",4.145,1,4,9,273.528,0,273.52771,-8.72,129.042,14,14
"973",0,0,4,4,254.996,2009,263.52281,-12.732,178.299,16,14
"974",0.107,0,4,3,71.03,1982,73.09016,-7.897,93.703,19,14
"975",0.206,1,4,2,200.742,1997,208.29995,-11.667,87.965,2,13
"976",2.363,1,4,7,221.977,2001,224.522,-5.823,179.486,5,9
"977",0,1,4,3,479.295,2007,509.49179,-6.664,165.908,23,7
"978",0.165,1,4,5,268.08,1995,280.11057,-8.882,154.548,8,1
"979",0,1,4,0,270.019,2006,282.04363,-6.327,79.935,7,14
"980",0,1,4,9,216.149,1990,221.43955,-11.278,131.813,20,14
"981",2.397,0,4,4,234.684,0,241.84118,-7.95,105.294,8,14
"982",0,1,4,7,257.585,2006,264.01914,-4.789,112.734,1,14
"983",0,1,3,8,179.659,2000,190.95465,-4.802,140.823,1,10
"984",0.351,0,4,5,309.992,1989,329.69098,-6.658,115.106,17,14
"985",2.914,0,5,7,221.901,2010,234.26567,-17.279,87.553,23,13
"986",0.316,1,1,7,137.77,0,143.82975,-11.366,150.439,13,2
"987",0,1,4,10,256.476,2001,260.96281,-3.941,96.087,8,9
"988",0.45,1,4,1,244.344,0,250.43546,-4.691,96.001,2,14
"989",0.282,1,4,11,207.865,2000,211.01669,-5.205,95.066,9,9
"990",0.102,1,4,10,288.641,2008,301.16526,-6.445,115.02,12,9
"991",0.31,1,4,1,211.418,2009,223.29424,-4.346,157.944,14,14
"992",0.293,1,4,9,134.438,1992,142.73261,-7.982,143.257,20,14
"993",0.481,1,4,2,218.424,2009,233.79546,-8.023,89.665,8,9
"994",0,1,4,7,260.197,1988,267.33669,-4.732,111.865,18,1
"995",0.421,0,4,2,356.2,1987,387.16036,-11.705,95.425,1,14
"996",0.473,0,4,11,222.902,2006,222.9024,-4.317,174.468,23,14
"997",0.206,1,4,9,230.475,1992,237.92281,-9.093,101.871,24,11
"998",0.247,0,4,10,291.561,0,302.13179,-7.819,101.311,16,5
"999",0,1,4,2,269.084,2009,277.75955,-5.903,159.886,12,7
"1000",0.34,0,4,10,125.463,1989,136.12363,-11.298,142.963,14,9
"1001",1.127,0,7,4,187.35,1993,198.42567,-7.958,175.954,17,2
"1002",0.235,1,5,8,229.918,2005,240.71791,-5.281,123.998,1,11
"1003",0,1,4,7,86.883,1997,86.88281,-8.834,161.737,17,12
"1004",2.496,0,3,4,194.206,2009,204.06812,-13.708,111.629,8,14
"1005",0.13,1,4,0,218.662,2002,225.67138,-6.737,100.532,1,14
"1006",0.066,0,4,11,205.659,1987,216.86812,-8.698,134.929,21,14
"1007",0.369,0,4,9,141.798,2000,148.29669,-8.315,87.844,15,11
"1008",0.821,0,5,0,191.048,1996,201.24689,-8.146,111.223,19,14
"1009",0.072,1,1,8,136.353,2006,153.23383,-6.754,131.639,8,14
"1010",0.316,0,4,7,218.825,2003,229.61587,-3.782,92.099,21,14
"1011",0.374,1,4,2,150.262,0,153.57342,-14.122,108.301,24,11
"1012",0.339,1,4,4,261.416,0,270.73261,-8.6,189.288,19,7
"1013",0.34,1,4,5,159.608,1972,159.60771,-9.079,124.714,14,14
"1014",0,0,4,9,206.576,0,206.57587,-15.794,186.23,6,14
"1015",0.443,1,4,0,187.623,1988,193.56689,-5.24,132.167,21,14
"1016",0.304,0,4,10,176.135,2002,181.52444,-5.622,145.999,14,9
"1017",0.374,1,4,8,327.378,1992,332.06812,-7.107,122.483,23,14
"1018",0.305,1,4,7,168.826,1991,177.81506,-9.54,114.047,14,9
"1019",0.155,1,4,8,208.927,1993,215.09179,-10.612,150.112,12,9
"1020",0,1,4,0,215.342,2008,236.19873,-15.967,241.818,8,9
"1021",0.334,1,4,7,269.526,1992,280.65914,-6.033,126.1,23,14
"1022",1.071,0,4,4,308.117,2007,320.15628,-8.959,148.684,14,12
"1023",0.096,0,3,6,203.767,2002,206.44526,-4.46,114.929,23,14
"1024",0.34,1,4,6,394.356,1991,397.5571,-8.74,107.022,24,11
"1025",0,1,4,6,266.315,1991,274.70322,-15.838,116.239,21,14
"1026",0,0,4,7,191.925,2000,196.362,-5.065,204.304,3,11
"1027",0.328,1,1,11,163.358,1999,181.86404,-7.914,40.384,21,2
"1028",0,0,4,9,133.596,1981,142.23628,-14.05,94.838,1,14
"1029",0,1,4,4,200.907,1979,200.9073,-13.613,127.463,14,14
"1030",0.444,1,4,11,151.069,0,168.30649,-7.207,149.527,21,14
"1031",0,0,1,10,264.672,2007,264.6722,-3.779,147.91,23,7
"1032",0,0,7,11,174.236,1990,174.23628,-9.79,206.941,14,14
"1033",0.121,1,4,0,104.455,1963,108.19873,-13.323,95.264,19,2
"1034",0.241,0,4,10,124.024,1985,133.25016,-13.77,207.238,14,10
"1035",0.183,1,3,7,110.196,2008,119.40526,-10.775,101.306,8,14
"1036",0.131,0,4,3,191.501,2006,206.75873,-6.704,130.008,22,3
"1037",0,1,4,0,318.851,2006,331.36281,-12.527,91.371,8,9
"1038",0,0,4,4,248.924,2004,252.08118,-5.131,206.936,23,7
"1039",0.38,1,4,4,208.347,0,219.08853,-13.943,131.634,14,14
"1040",0.096,1,4,7,189.521,1992,200.6722,-13.269,120.716,21,5
"1041",0.194,0,3,9,210.617,1989,223.97342,-7.364,88.505,2,12
"1042",2.154,1,3,2,221.594,1995,241.8673,-8.03,90.703,18,9
"1043",0,1,4,1,177.296,1999,196.91057,-7.481,200.265,20,11
"1044",0,1,4,2,184.346,1981,184.34567,-8.105,126.513,9,14
"1045",0.51,1,4,5,210.75,2005,221.41342,-7.603,122.002,8,14
"1046",0,1,4,5,185.905,1978,191.55546,-7.196,140.172,8,14
"1047",0.078,0,4,11,163.59,0,167.60118,-5.988,116.638,24,10
"1048",0.287,1,4,8,227.637,2002,236.95628,-3.924,139.99,6,9
"1049",0.154,1,3,7,266.449,2002,272.95302,-9.846,124.023,15,3
"1050",0,1,4,9,112.774,0,124.39465,-8.039,177.098,21,2
"1051",2.81,1,4,9,259.535,2005,269.34812,-6.294,136.82,8,14
"1052",6.327,1,3,5,268.98,2009,277.83791,-6.399,116.957,5,9
"1053",0,1,4,7,207.215,2008,215.64036,-4.462,237.831,14,14
"1054",0.096,1,4,6,253.457,2002,255.63383,-3.084,92.649,20,11
"1055",0.205,1,4,0,152.143,2005,160.62649,-6.94,131.074,8,2
"1056",0.148,1,3,11,220.247,2009,233.66485,-6.446,137.951,8,14
"1057",0.113,1,4,5,336.904,1999,340.4273,-5.298,127.585,23,14
"1058",0.076,1,4,0,205.827,2008,209.00526,-4.92,130.031,17,9
"1059",0,1,4,7,266.031,2002,266.03057,-6.404,129.909,18,14
"1060",0.084,1,3,2,225.907,2003,237.50485,-3.909,196.04,5,13
"1061",3.907,1,4,10,210.535,2000,215.87546,-15.901,131.4,21,14
"1062",0.142,0,4,7,197.097,2003,201.58649,-2.87,182.977,23,14
"1063",0.264,1,4,0,228.333,0,232.56771,-10.181,140.09,5,4
"1064",0.066,0,4,11,209.229,1999,213.62893,-6.969,93.317,20,14
"1065",7.036,1,4,9,297.39,2008,301.45261,-8.326,117.949,6,13
"1066",0.113,1,4,7,330.641,0,353.04444,-8.192,91.973,22,9
"1067",0,1,4,1,161.64,2004,173.60934,-6.601,108.013,24,11
"1068",0,1,4,6,313.104,2008,318.09261,-6.182,141.223,12,14
"1069",1.001,0,4,8,264.185,1992,276.71465,-6.694,116.815,12,14
"1070",0.247,1,4,1,185.742,2003,201.22077,-7.633,81.689,0,9
"1071",0,1,4,2,161.361,0,172.93016,-10.592,99.752,5,14
"1072",0.067,1,3,6,299.892,1993,303.46404,-6.125,69.573,21,11
"1073",0.072,1,4,8,259.738,2008,281.18159,-10.67,196.022,14,14
"1074",0,0,4,10,274.75,0,278.96118,-5.682,175.781,12,7
"1075",0,0,1,0,257.637,2007,269.71383,-6.013,162.019,21,7
"1076",2.949,1,3,4,181.441,0,187.53261,-16.692,87.192,11,2
"1077",0,1,4,5,286.912,1996,311.19628,-9.356,97.036,16,14
"1078",0.409,0,3,4,308.918,2006,322.11546,-13.935,103.177,14,6
"1079",3.913,1,4,6,261.433,2002,270.70649,-6.247,164.049,8,14
"1080",0,1,4,9,199.593,1974,211.66975,-10.906,154.038,7,14
"1081",0,1,1,0,197.968,2003,202.10893,-7.597,140.017,8,3
"1082",0,1,5,0,172.008,0,175.20281,-10.796,125.228,12,11
"1083",0,1,3,1,303.758,0,310.72608,-6.192,111.67,8,11
"1084",0.623,1,4,7,233.848,1998,239.20281,-11.084,115.304,21,2
"1085",0.16,1,5,1,123.356,1967,128.96608,-11.863,102.151,4,2
"1086",0.948,0,4,7,193.451,1983,208.66567,-7.792,132.159,9,14
"1087",1.193,1,4,7,230.824,1991,243.9571,-10.847,137.937,13,14
"1088",0.369,1,4,11,258.479,1993,267.2322,-9.272,123.755,8,13
"1089",0.194,1,4,2,243.281,1979,253.02159,-8.885,131.564,22,14
"1090",0.078,1,4,11,220.595,2009,223.89506,-6.103,127.969,10,14
"1091",0,1,4,2,279.208,2001,295.60118,-12.397,65.941,8,14
"1092",0,0,4,11,290.569,0,293.19791,-6.229,150.003,3,9
"1093",0.14,1,4,7,389.555,2001,399.98649,-9.272,66.41,1,14
"1094",0,0,4,8,236.606,1996,252.99546,-11.672,90.998,20,11
"1095",0.131,0,4,11,209.914,0,216.94649,-9.181,94,10,10
"1096",0.513,0,7,11,201.096,1976,209.13587,-8.852,123.438,14,9
"1097",0.328,0,1,6,542.064,2005,551.91465,-17.293,113.447,21,1
"1098",2.287,0,4,1,225.489,2000,225.48853,-4.805,94.653,20,11
"1099",0,1,5,5,221.431,2002,229.53751,-5.426,139.629,12,9
"1100",0.148,0,4,10,285.124,1985,302.28853,-4.621,120.72,14,14
"1101",0.595,1,5,0,43.752,2006,47.46404,-11.088,72.685,8,3
"1102",0.241,1,7,2,180.703,1996,191.39873,-9.316,111.829,8,4
"1103",0.148,1,4,9,111.49,1993,111.49016,-8.889,115.763,16,10
"1104",0.784,1,4,0,307.949,1991,317.83138,-14.989,174.059,8,9
"1105",0.183,1,1,7,276.683,1997,286.30159,-8.204,109.253,8,9
"1106",2.038,1,4,6,234.08,2004,262.21669,-6.4,132.998,8,3
"1107",0.496,1,4,9,351.539,1993,368.1171,-12.157,58.387,14,7
"1108",0,1,4,1,212.068,2001,228.44036,-6.923,95.932,9,11
"1109",0,1,4,7,325.538,1992,344.05832,-10.634,167.753,1,14
"1110",0.345,1,3,0,236.449,1998,260.17914,-6.076,61.593,16,14
"1111",0.177,1,4,10,227.944,0,258.42893,-13.63,100.02,6,9
"1112",0,1,3,2,273.032,0,280.0322,-7.625,150.061,19,4
"1113",0.09,0,4,4,221.936,1991,221.93587,-13.035,121.615,1,14
"1114",0.421,1,1,2,49.842,0,54.12526,-16.453,85.875,24,11
"1115",0,1,5,0,271.192,2000,289.12281,-6.724,89.296,7,14
"1116",2.27,0,4,3,228.711,2001,241.24036,-8.077,153.474,8,9
"1117",9.66,1,4,11,192.104,2007,210.49424,-5.508,126.294,4,14
"1118",0.175,1,3,0,207.314,2006,217.57342,-10.786,186.44,8,14
"1119",0.104,1,4,11,114.637,1996,123.402,-15.419,226.146,4,2
"1120",11.802,1,4,1,323.5,2003,327.1571,-5.234,138.657,22,14
