"","V1","V2","V3","V4","V5","V6","V7"
"957",0,4,159.144,2008,167.07873,-17.514,100.848
"958",2.682,4,216.474,2007,227.57832,-7.695,96.068
"959",0.282,3,312.726,0,328.69832,-7.317,104.186
"960",0.188,7,307.397,0,325.92934,-7.863,194.922
"961",0.069,4,220.148,2007,223.4771,-6.658,99.994
"962",0.177,4,196.243,2006,200.64608,-6.641,91.858
"963",0,7,234.919,1985,234.91873,-8.38,145.883
"964",0.09,5,189.829,2004,208.09098,-7.492,129.352
"965",0.55,3,143.47,1995,151.03955,-15.603,107.073
"966",0.27,7,325.619,1988,335.01995,-9.406,219.94
"967",2.438,4,249.626,1991,255.65995,-10.672,103.976
"968",1.646,5,222.43,1993,243.17342,-6.149,152.468
"969",2.241,1,357.193,0,364.64281,-17.67,60.882
"970",5.207,4,291.573,1999,293.66812,-11.083,97.748
"971",0.313,5,188.575,2005,207.62077,-5.116,96.002
"972",4.145,4,273.528,0,273.52771,-8.72,129.042
"973",0,4,254.996,2009,263.52281,-12.732,178.299
"974",0.107,4,71.03,1982,73.09016,-7.897,93.703
"975",0.206,4,200.742,1997,208.29995,-11.667,87.965
"976",2.363,4,221.977,2001,224.522,-5.823,179.486
"977",0,4,479.295,2007,509.49179,-6.664,165.908
"978",0.165,4,268.08,1995,280.11057,-8.882,154.548
"979",0,4,270.019,2006,282.04363,-6.327,79.935
"980",0,4,216.149,1990,221.43955,-11.278,131.813
"981",2.397,4,234.684,0,241.84118,-7.95,105.294
"982",0,4,257.585,2006,264.01914,-4.789,112.734
"983",0,3,179.659,2000,190.95465,-4.802,140.823
"984",0.351,4,309.992,1989,329.69098,-6.658,115.106
"985",2.914,5,221.901,2010,234.26567,-17.279,87.553
"986",0.316,1,137.77,0,143.82975,-11.366,150.439
"987",0,4,256.476,2001,260.96281,-3.941,96.087
"988",0.45,4,244.344,0,250.43546,-4.691,96.001
"989",0.282,4,207.865,2000,211.01669,-5.205,95.066
"990",0.102,4,288.641,2008,301.16526,-6.445,115.02
"991",0.31,4,211.418,2009,223.29424,-4.346,157.944
"992",0.293,4,134.438,1992,142.73261,-7.982,143.257
"993",0.481,4,218.424,2009,233.79546,-8.023,89.665
"994",0,4,260.197,1988,267.33669,-4.732,111.865
"995",0.421,4,356.2,1987,387.16036,-11.705,95.425
"996",0.473,4,222.902,2006,222.9024,-4.317,174.468
"997",0.206,4,230.475,1992,237.92281,-9.093,101.871
"998",0.247,4,291.561,0,302.13179,-7.819,101.311
"999",0,4,269.084,2009,277.75955,-5.903,159.886
"1000",0.34,4,125.463,1989,136.12363,-11.298,142.963
"1001",1.127,7,187.35,1993,198.42567,-7.958,175.954
"1002",0.235,5,229.918,2005,240.71791,-5.281,123.998
"1003",0,4,86.883,1997,86.88281,-8.834,161.737
"1004",2.496,3,194.206,2009,204.06812,-13.708,111.629
"1005",0.13,4,218.662,2002,225.67138,-6.737,100.532
"1006",0.066,4,205.659,1987,216.86812,-8.698,134.929
"1007",0.369,4,141.798,2000,148.29669,-8.315,87.844
"1008",0.821,5,191.048,1996,201.24689,-8.146,111.223
"1009",0.072,1,136.353,2006,153.23383,-6.754,131.639
"1010",0.316,4,218.825,2003,229.61587,-3.782,92.099
"1011",0.374,4,150.262,0,153.57342,-14.122,108.301
"1012",0.339,4,261.416,0,270.73261,-8.6,189.288
"1013",0.34,4,159.608,1972,159.60771,-9.079,124.714
"1014",0,4,206.576,0,206.57587,-15.794,186.23
"1015",0.443,4,187.623,1988,193.56689,-5.24,132.167
"1016",0.304,4,176.135,2002,181.52444,-5.622,145.999
"1017",0.374,4,327.378,1992,332.06812,-7.107,122.483
"1018",0.305,4,168.826,1991,177.81506,-9.54,114.047
"1019",0.155,4,208.927,1993,215.09179,-10.612,150.112
"1020",0,4,215.342,2008,236.19873,-15.967,241.818
"1021",0.334,4,269.526,1992,280.65914,-6.033,126.1
"1022",1.071,4,308.117,2007,320.15628,-8.959,148.684
"1023",0.096,3,203.767,2002,206.44526,-4.46,114.929
"1024",0.34,4,394.356,1991,397.5571,-8.74,107.022
"1025",0,4,266.315,1991,274.70322,-15.838,116.239
"1026",0,4,191.925,2000,196.362,-5.065,204.304
"1027",0.328,1,163.358,1999,181.86404,-7.914,40.384
"1028",0,4,133.596,1981,142.23628,-14.05,94.838
"1029",0,4,200.907,1979,200.9073,-13.613,127.463
"1030",0.444,4,151.069,0,168.30649,-7.207,149.527
"1031",0,1,264.672,2007,264.6722,-3.779,147.91
"1032",0,7,174.236,1990,174.23628,-9.79,206.941
"1033",0.121,4,104.455,1963,108.19873,-13.323,95.264
"1034",0.241,4,124.024,1985,133.25016,-13.77,207.238
"1035",0.183,3,110.196,2008,119.40526,-10.775,101.306
"1036",0.131,4,191.501,2006,206.75873,-6.704,130.008
"1037",0,4,318.851,2006,331.36281,-12.527,91.371
"1038",0,4,248.924,2004,252.08118,-5.131,206.936
"1039",0.38,4,208.347,0,219.08853,-13.943,131.634
"1040",0.096,4,189.521,1992,200.6722,-13.269,120.716
"1041",0.194,3,210.617,1989,223.97342,-7.364,88.505
"1042",2.154,3,221.594,1995,241.8673,-8.03,90.703
"1043",0,4,177.296,1999,196.91057,-7.481,200.265
"1044",0,4,184.346,1981,184.34567,-8.105,126.513
"1045",0.51,4,210.75,2005,221.41342,-7.603,122.002
"1046",0,4,185.905,1978,191.55546,-7.196,140.172
"1047",0.078,4,163.59,0,167.60118,-5.988,116.638
"1048",0.287,4,227.637,2002,236.95628,-3.924,139.99
"1049",0.154,3,266.449,2002,272.95302,-9.846,124.023
"1050",0,4,112.774,0,124.39465,-8.039,177.098
"1051",2.81,4,259.535,2005,269.34812,-6.294,136.82
"1052",6.327,3,268.98,2009,277.83791,-6.399,116.957
"1053",0,4,207.215,2008,215.64036,-4.462,237.831
"1054",0.096,4,253.457,2002,255.63383,-3.084,92.649
"1055",0.205,4,152.143,2005,160.62649,-6.94,131.074
"1056",0.148,3,220.247,2009,233.66485,-6.446,137.951
"1057",0.113,4,336.904,1999,340.4273,-5.298,127.585
"1058",0.076,4,205.827,2008,209.00526,-4.92,130.031
"1059",0,4,266.031,2002,266.03057,-6.404,129.909
"1060",0.084,3,225.907,2003,237.50485,-3.909,196.04
"1061",3.907,4,210.535,2000,215.87546,-15.901,131.4
"1062",0.142,4,197.097,2003,201.58649,-2.87,182.977
"1063",0.264,4,228.333,0,232.56771,-10.181,140.09
"1064",0.066,4,209.229,1999,213.62893,-6.969,93.317
"1065",7.036,4,297.39,2008,301.45261,-8.326,117.949
"1066",0.113,4,330.641,0,353.04444,-8.192,91.973
"1067",0,4,161.64,2004,173.60934,-6.601,108.013
"1068",0,4,313.104,2008,318.09261,-6.182,141.223
"1069",1.001,4,264.185,1992,276.71465,-6.694,116.815
"1070",0.247,4,185.742,2003,201.22077,-7.633,81.689
"1071",0,4,161.361,0,172.93016,-10.592,99.752
"1072",0.067,3,299.892,1993,303.46404,-6.125,69.573
"1073",0.072,4,259.738,2008,281.18159,-10.67,196.022
"1074",0,4,274.75,0,278.96118,-5.682,175.781
"1075",0,1,257.637,2007,269.71383,-6.013,162.019
"1076",2.949,3,181.441,0,187.53261,-16.692,87.192
"1077",0,4,286.912,1996,311.19628,-9.356,97.036
"1078",0.409,3,308.918,2006,322.11546,-13.935,103.177
"1079",3.913,4,261.433,2002,270.70649,-6.247,164.049
"1080",0,4,199.593,1974,211.66975,-10.906,154.038
"1081",0,1,197.968,2003,202.10893,-7.597,140.017
"1082",0,5,172.008,0,175.20281,-10.796,125.228
"1083",0,3,303.758,0,310.72608,-6.192,111.67
"1084",0.623,4,233.848,1998,239.20281,-11.084,115.304
"1085",0.16,5,123.356,1967,128.96608,-11.863,102.151
"1086",0.948,4,193.451,1983,208.66567,-7.792,132.159
"1087",1.193,4,230.824,1991,243.9571,-10.847,137.937
"1088",0.369,4,258.479,1993,267.2322,-9.272,123.755
"1089",0.194,4,243.281,1979,253.02159,-8.885,131.564
"1090",0.078,4,220.595,2009,223.89506,-6.103,127.969
"1091",0,4,279.208,2001,295.60118,-12.397,65.941
"1092",0,4,290.569,0,293.19791,-6.229,150.003
"1093",0.14,4,389.555,2001,399.98649,-9.272,66.41
"1094",0,4,236.606,1996,252.99546,-11.672,90.998
"1095",0.131,4,209.914,0,216.94649,-9.181,94
"1096",0.513,7,201.096,1976,209.13587,-8.852,123.438
"1097",0.328,1,542.064,2005,551.91465,-17.293,113.447
"1098",2.287,4,225.489,2000,225.48853,-4.805,94.653
"1099",0,5,221.431,2002,229.53751,-5.426,139.629
"1100",0.148,4,285.124,1985,302.28853,-4.621,120.72
"1101",0.595,5,43.752,2006,47.46404,-11.088,72.685
"1102",0.241,7,180.703,1996,191.39873,-9.316,111.829
"1103",0.148,4,111.49,1993,111.49016,-8.889,115.763
"1104",0.784,4,307.949,1991,317.83138,-14.989,174.059
"1105",0.183,1,276.683,1997,286.30159,-8.204,109.253
"1106",2.038,4,234.08,2004,262.21669,-6.4,132.998
"1107",0.496,4,351.539,1993,368.1171,-12.157,58.387
"1108",0,4,212.068,2001,228.44036,-6.923,95.932
"1109",0,4,325.538,1992,344.05832,-10.634,167.753
"1110",0.345,3,236.449,1998,260.17914,-6.076,61.593
"1111",0.177,4,227.944,0,258.42893,-13.63,100.02
"1112",0,3,273.032,0,280.0322,-7.625,150.061
"1113",0.09,4,221.936,1991,221.93587,-13.035,121.615
"1114",0.421,1,49.842,0,54.12526,-16.453,85.875
"1115",0,5,271.192,2000,289.12281,-6.724,89.296
"1116",2.27,4,228.711,2001,241.24036,-8.077,153.474
"1117",9.66,4,192.104,2007,210.49424,-5.508,126.294
"1118",0.175,3,207.314,2006,217.57342,-10.786,186.44
"1119",0.104,4,114.637,1996,123.402,-15.419,226.146
"1120",11.802,4,323.5,2003,327.1571,-5.234,138.657
"1121",0.095,4,187.826,1995,200.07138,-4.737,162.909
"1122",0.375,3,137.66,0,146.23302,-13.261,112.884
"1123",0.061,3,363.752,2006,372.76689,-8.265,66.366
"1124",0.137,4,201.12,2001,208.50893,-8.28,100.002
"1125",0.119,4,276.544,2006,279.53587,-5.852,129.962
"1126",0.166,5,195.634,2003,208.92689,-7.042,93.355
"1127",0.357,1,299.114,1970,304.45669,-13.562,134.616
"1128",0.241,1,230.708,1967,238.94159,-23.977,174.23
"1129",0,4,173.25,2008,180.89751,-7.279,101.664
"1130",0.194,4,350.79,1997,357.642,-10.851,114.313
"1131",0,4,105.198,2001,108.12036,-4.926,198.201
"1132",0,4,338.936,2008,341.41995,-8.652,162.329
"1133",0.09,4,235.224,2002,249.18159,-6.297,84.797
"1134",0,4,283.103,1992,291.16036,-3.349,180.469
"1135",0.374,4,230.208,0,240.97914,-8.505,143.908
"1136",0,3,203.064,1997,209.00526,-5.945,153.785
"1137",0.34,4,156.52,2000,164.33587,-6.231,105.976
"1138",0.206,1,181.133,1991,187.03628,-19.27,70.746
"1139",0,4,154.912,2003,164.54485,-10.897,148.045
"1140",0.334,4,281.124,0,295.36608,-4.707,120.18
"1141",0.27,1,99.5,1997,99.49995,-5.301,228.637
"1142",6.177,3,265.747,2008,270.13179,-3.225,126.182
"1143",0.274,4,215.353,2005,218.64444,-5.806,130.495
"1144",2.177,4,258.461,1987,263.70567,-10.981,146.01
"1145",0.213,4,357.03,1995,366.70649,-7.098,123.448
"1146",0,3,297.302,1992,316.76036,-11.76,98.406
"1147",0,4,196.101,1994,196.10077,-7.467,160.138
"1148",1.53,4,193.312,2004,195.65669,-3.044,144.721
"1149",5.671,3,271.209,2005,295.67955,-6.473,137.008
"1150",0,4,210.083,1995,225.33179,-7.991,135.985
"1151",0.183,3,245.522,1998,255.39873,-8.022,105.919
"1152",0.119,4,186.694,0,204.85179,-6.682,126.956
"1153",0,4,242.207,1981,242.20689,-3.237,130.372
"1154",0,1,199.872,2009,202.91873,-12.024,130.692
"1155",0,3,236.124,1979,241.8673,-12.328,94.423
"1156",3.988,4,337.56,1986,354.35057,-7.333,105.131
"1157",11.389,4,630.886,2000,645.38077,-12.793,120.36
"1158",0,1,125.283,1996,125.28281,-4.285,133.05
"1159",0,3,227.451,2001,231.49669,-5.349,176.83
"1160",0.084,4,324.11,2004,343.562,-5.82,123.847
"1161",2.891,4,212.648,1988,229.642,-12.818,129.846
"1162",0.792,4,281.112,1975,285.1522,-11.969,126.729
"1163",0.256,4,162.482,1985,170.89261,-15.591,112.48
"1164",4.18,4,217.13,1992,241.52771,-18.454,108.616
"1165",0,3,205.752,2004,216.5024,-9.911,142.121
"1166",0.177,4,234.899,0,247.24853,-7.518,120.08
"1167",0.403,4,236.292,0,256.67873,-10.223,120.093
"1168",0,4,188.212,2000,188.21179,-5.008,178.142
"1169",0.293,4,339.336,1993,346.5922,-15.018,89.921
"1170",0.061,4,244.402,0,249.52118,-5.951,98.998
"1171",0,4,224.682,0,244.08771,-6.228,123.245
"1172",2.31,4,207.337,2008,214.9873,-11.588,119.612
"1173",0.237,1,305.342,0,310.64771,-9.013,126.537
"1174",0,4,253.527,1982,266.05669,-10.762,153.264
"1175",0.451,3,256.023,2000,265.24689,-8.387,131.458
"1176",0,4,288.322,2001,294.13832,-4.603,93.328
"1177",0,4,275.615,1992,278.12526,-7.352,119.423
"1178",0.275,4,233.529,2004,237.19138,-5.129,164.041
"1179",0,4,183.542,2003,188.94322,-7.549,99.077
"1180",0,5,225.097,1996,225.09669,-6.504,94.234
"1181",1.031,4,381.991,2002,392.82893,-5.295,85.083
"1182",0,4,200.806,1982,210.54649,-10.992,140.456
"1183",0,4,246.404,2002,250.77506,-6.188,177.963
"1184",0.173,3,374.015,1992,386.79465,-10.118,125.787
"1185",0,4,231.631,1999,246.80444,-3.93,135.021
"1186",0,4,137.242,0,154.40934,-6.609,139.706
"1187",0,4,162.716,2003,162.71628,-10.257,126.948
"1188",0.525,4,192.865,0,202.9971,-11.772,85
"1189",0.096,4,191.263,2007,202.00444,-12.826,117.58
"1190",0.16,4,345.687,0,348.44689,-5.817,131.502
"1191",0.177,3,253.498,2003,255.99955,-6.155,113.485
"1192",0.202,4,224.467,1972,229.56363,-11.68,165.904
"1193",0,4,361.343,2002,364.72118,-10.202,80.062
"1194",0.299,3,265.822,1995,282.33098,-9.851,111.532
"1195",0,4,170.475,1987,190.17098,-15.494,117.535
"1196",0.206,4,277.289,2002,277.28934,-5.64,98.507
"1197",0.165,4,127.059,1987,127.05914,-5.454,105.434
"1198",0.287,4,284.549,2006,294.19057,-6.805,124.517
"1199",4.743,4,169.842,1990,188.31628,-10.553,186.393
"1200",0.374,7,162.342,1987,167.78404,-9.966,166.09
"1201",0.063,4,180.024,0,185.83465,-7.541,146.051
"1202",0,1,275.818,2000,278.56934,-4.842,156.581
"1203",0.299,4,321.788,1993,343.43138,-9.808,94.705
"1204",0.165,4,201.421,2005,204.59057,-7.162,159.9
"1205",0.115,4,231.149,2001,236.64281,-8.025,86.918
"1206",0.566,3,189.835,1990,201.16853,-13.419,66.246
"1207",0,3,174.991,1998,183.09179,-14.469,87.679
"1208",1.019,3,239.52,1982,243.06893,-10.502,141.816
"1209",0,4,267.865,2006,271.64689,-7.537,192.417
"1210",2.078,4,223.19,0,223.18975,-9.049,139.91
"1211",0,4,303.09,2004,317.46567,-6.806,133.325
"1212",0.084,1,161.994,2004,172.14649,-6.088,104.115
"1213",0,7,238.283,2008,247.97995,-9.237,160.26
"1214",0,1,73.636,1995,82.65098,-12.558,192.239
"1215",0.43,4,66.374,2004,68.49261,-12.919,142.666
"1216",0.252,1,162.644,1972,170.29179,-11.314,153.802
"1217",0.087,4,178.666,1986,183.90159,-12.289,187.176
"1218",0,1,258.328,2008,261.43302,-6.405,126.428
"1219",0.7,1,389.898,1977,393.61261,-9.897,149.629
"1220",0.415,4,224.729,1997,235.65016,-6.322,142.893
"1221",1.048,4,245.806,1990,258.2722,-7.178,109.993
"1222",1.001,3,222.848,2005,230.47791,-8.21,96.179
"1223",0,4,196.354,1993,203.65016,-14.897,195.824
"1224",0.258,4,201.485,2001,205.11302,-1.869,150.573
"1225",0,4,286.598,2006,299.72853,-16.253,173.945
"1226",0.101,3,411.353,2002,422.55628,-9.929,102.739
"1227",0,4,162.383,0,166.94812,-18.712,146.422
"1228",0.072,4,288.311,1980,300.14649,-5.693,137.804
"1229",4.36,4,276.12,2001,295.75791,-7.867,97.683
"1230",0,4,209.206,0,213.31546,-11.982,132.43
"1231",0,4,146.831,2002,155.61098,-2.321,88.889
"1232",6.647,5,292.275,2004,308.76689,-7.255,223.617
"1233",0,5,7.131,2002,7.13098,-13.558,195.208
"1234",0,5,203.232,2007,203.2322,-4.995,151.8
"1235",0.183,4,229.82,2000,249.93914,-11.637,122.831
"1236",6.513,4,156.479,2005,160.31302,-9.385,152.785
"1237",0.363,4,242.608,0,247.14404,-6.276,126.855
"1238",2.119,4,181.748,2003,190.74567,-5.718,155.08
"1239",0.247,4,230.534,1993,245.73342,-8.997,120.172
"1240",0,4,187.768,2004,187.76771,-6.09,144.002
"1241",0.358,4,175.369,1956,183.50975,-16.968,120.423
"1242",2.27,4,161.018,2004,161.01832,-4.279,170.94
"1243",3.129,4,287.126,1991,298.57914,-5.899,135.314
"1244",0.131,1,232.24,2005,237.00853,-9.664,85.744
"1245",0.212,4,269.415,2004,281.70404,-8.061,105.837
"1246",0,5,140.754,1999,144.01261,-4.527,71.707
"1247",0.193,4,379.64,0,403.25179,-11.533,143.676
"1248",0.2,4,132.609,1998,144.14322,-15.284,103.801
"1249",0,4,147.046,2009,154.95791,-8.005,120.148
"1250",0,4,211.603,1998,230.50404,-8.668,95.752
"1251",0.067,4,233.935,2002,238.21016,-9.02,122.166
"1252",0.194,7,204.487,1979,211.1473,-8.958,194.283
"1253",0,4,233.72,2001,235.98975,-7.557,85.865
"1254",0,4,356.926,2009,369.57995,-6.555,110
"1255",0,4,402.364,1988,402.36363,-5.454,122.838
"1256",0,4,243.989,0,264.6722,-7.228,117.004
"1257",0.346,4,192.557,2007,201.27302,-3.892,125.562
"1258",0.381,1,174.591,0,178.25914,-12.518,109.961
"1259",0,1,207.697,2008,225.12281,-4.808,134.734
"1260",0.206,4,310.37,0,315.97669,-6.823,104.357
"1261",0,4,213.879,0,227.94404,-6.221,93.859
"1262",0.201,4,147.342,2000,160.62649,-8.211,161.991
"1263",0.374,1,189.98,1985,198.53016,-5.233,185.452
"1264",0,4,136.115,1978,141.08689,-6.021,150.04
"1265",0,3,455.593,2006,475.21914,-8.316,124.562
"1266",0,3,179.409,2006,179.40853,-4.027,98.377
"1267",0.177,4,386.194,1998,386.19383,-8.087,140.185
