TRAPIPG128F42521C6,Carlos Vives,Decimas,Latin,2|0.963027995265,8|0.00514556093908,12|0.00359791777749,14|0.00323892274975,21|0.00294838583854,23|0.0025488325663,1|0.00215672361872,16|0.00181653990717,18|0.00156411716476,9|0.00143506505888,5|0.00135397096764,4|0.00129517107198,17|0.0012777458374,20|0.00112196789633,10|0.00103963888834,3|0.000971405440749,22|0.00092454441405,24|0.000915101889018,6|0.000882022095232,11|0.000835310543664,7|0.000817713260838,19|0.000555112147708,13|0.000371228972098,0|9.4415539343e-05,15|6.45901497964e-05
TRARSAM128F4256E04,Månegarm,Vargbrodern Talar,Metal|Rock,13|0.471904586138,23|0.295699615779,18|0.0921844433226,16|0.0701283907282,8|0.0303617504925,12|0.00553599638035,14|0.00498362267505,21|0.00453658319602,1|0.00331847887724,9|0.00220808686102,5|0.00208331008085,4|0.0019928366377,17|0.001966025009,20|0.00172633467384,10|0.00159965776836,3|0.00149466923271,22|0.00142256573001,24|0.0014080368309,6|0.00135713805278,11|0.00128526454249,7|0.00125818818887,19|0.000854132592919,2|0.000445629446722,0|0.000145274049152,15|9.93827145568e-05
TRBIBTU128F92FDC9D,Tim Exile,Fortress,Electronic|Rock,23|0.271087803327,12|0.178621008493,21|0.178159835498,22|0.124938639336,17|0.0526914621865,19|0.041821535914,14|0.0333702129799,1|0.0326018427361,10|0.0318087034311,6|0.0316967942174,16|0.0116466086435,8|0.00365339039753,18|0.00111053599365,9|0.00101890794182,5|0.000961330473055,4|0.000919582065699,20|0.000796606392831,3|0.000689705816597,24|0.000649729833867,11|0.000593077325351,7|0.000580583110461,13|0.000263575609735,2|0.000205632935184,0|6.70358059883e-05,15|4.58595352062e-05
TRBAAOT128F4261A18,Harry Connick_ Jr.,Once,Jazz|Rock,12|0.309615054763,14|0.182584829919,8|0.135326140793,23|0.105543972692,17|0.103340967686,22|0.102728810792,6|0.0268102965297,21|0.00511004372565,1|0.00373796124366,16|0.00314836621234,18|0.00271087555757,9|0.00248720676384,5|0.00234665719711,4|0.00224474718455,20|0.00194455723334,10|0.00180186735021,3|0.00168360742094,24|0.00158602398817,11|0.00144773229705,7|0.001417233275,19|0.000962101808504,13|0.000643401638568,2|0.000501960585707,0|0.000163637855031,15|0.000111945487389
TRAHCVT128F4282806,L.A. Guns,Magdalaine,Rock,1|0.480712446102,8|0.142649295963,18|0.104299966407,23|0.0883747314623,14|0.0721045548479,16|0.0362830132669,10|0.0353734321502,9|0.0187582684455,12|0.00421237453751,21|0.00345191474655,5|0.00158520377099,4|0.00151636195787,17|0.00149596082061,20|0.00131357893389,3|0.00113730323961,22|0.00108243922996,24|0.00107138409906,6|0.00103265489798,11|0.000977965891009,7|0.000957363322887,19|0.00064991487329,13|0.000434627906016,2|0.000339082254677,0|0.000110539939618,15|7.56209338852e-05
TRADRHX12903CCD1DF,T.G. Sheppard,Only One You,Country,12|0.75400724127,11|0.10971261064,19|0.048913842884,8|0.0284993854924,14|0.0269160846226,6|0.0128456617037,21|0.00244838369907,23|0.00211658868572,1|0.00179097555091,16|0.00150848190874,18|0.00129886628798,9|0.00119169948903,5|0.00112435774275,4|0.00107552942993,17|0.00106105925451,20|0.000931698922284,10|0.000863331682662,3|0.000806669607223,22|0.000767755509757,24|0.000759914295739,7|0.000679041322265,13|0.000308274090869,2|0.000240505205357,0|7.84040760353e-05,15|5.36366264601e-05
TRAQKPR128F427DDF8,Gerard Lenorman,Voici Les Clés,Rock|Pop,0|0.978139164801,8|0.00302649191529,12|0.00211620641449,14|0.00190505440173,21|0.00173416776307,23|0.00149916039216,1|0.00126853158924,16|0.00106844392826,18|0.000919975102765,9|0.000844069840008,5|0.000796372297519,4|0.000761787650495,17|0.000751538557696,20|0.000659913818462,10|0.000611489928429,3|0.000571356699045,22|0.000543794200005,24|0.00053824033989,6|0.00051878362183,11|0.000491309040371,7|0.000480958753039,19|0.000326503261161,13|0.000218347716814,2|0.00017034763552,15|3.79903315654e-05
TRARJPL128F931C7D2,The Almost,Summer Summer,Rock,3|0.418873025253,8|0.265859803567,12|0.251411292439,23|0.0284076733447,21|0.0157028750983,14|0.00290045278597,1|0.00193134431161,16|0.00162671006432,18|0.00140066569617,9|0.00128509963641,5|0.00121247994121,4|0.0011598246807,17|0.00114422039678,20|0.00100472137254,10|0.000930995810353,22|0.000827928798762,24|0.00081947302499,6|0.00078985009556,11|0.000748019937711,7|0.000732261584721,19|0.000497102493559,13|0.000332435253801,2|0.000259354942084,0|8.45490415439e-05,15|5.78404285615e-05
TRAUONA128F4255A38,Gorillaz,November Has Come,Rock,20|0.249431652355,24|0.240089045183,8|0.215124769653,21|0.121617537944,18|0.0470476077336,23|0.0384575096307,11|0.0373753839328,22|0.0282197701469,4|0.0100298950292,12|0.00227216180167,14|0.00204544878612,1|0.00136201695711,16|0.00114718368888,9|0.000906274187278,5|0.000855061539337,17|0.000806923744103,10|0.000656554128163,3|0.000613463250942,6|0.000557015762158,7|0.00051640336186,19|0.00035056515898,13|0.000234439012295,2|0.000182901529729,0|5.96254264956e-05,15|4.07900569739e-05
TRANPXL128F42B8FED,Sylver,Sympathy,Electronic,11|0.437550334188,8|0.37545534414,22|0.070334526497,5|0.0480506750537,18|0.0254216776103,12|0.00566310156365,14|0.00509804548714,21|0.00464074208614,23|0.00401184756972,1|0.00339467037684,16|0.00285922320211,9|0.00225878401939,4|0.00203859170124,17|0.00201116448381,20|0.00176597091456,10|0.00163638553693,3|0.00152898648903,24|0.00144036502752,6|0.00138829762535,7|0.00128707589568,19|0.000873743277668,13|0.000584312233457,2|0.000455860994688,0|0.000148609507374,15|0.00010166451846
TRABXLH128F935F8E7,Dee Clark,Little Bitty Pretty One,Pop,21|0.426132548511,8|0.230359171765,3|0.0732830267597,6|0.072862012842,7|0.0725591050224,12|0.0169469317812,14|0.0152559914593,23|0.0120055249436,1|0.0101586112573,16|0.00855627609867,18|0.00736731313173,9|0.00675945120438,5|0.00637748137708,4|0.00610052179044,17|0.00601844535626,20|0.0052846992554,10|0.00489691271654,22|0.00435479410107,24|0.00431031786858,11|0.003934484242,19|0.00261469224143,13|0.00174856471282,2|0.00136417210461,0|0.000444716584225,15|0.00030423287302
TRBBHPQ128F145A7F8,John Mellencamp,Down And Out In Paradise,Rock,21|0.458212575304,8|0.354776998957,7|0.0824744693441,12|0.0262599229974,9|0.0245268374752,14|0.0142837989739,6|0.0123952235908,13|0.0119859270359,23|0.00204236968204,1|0.00172817429817,16|0.00145558640519,18|0.00125332103752,5|0.00108493170215,4|0.00103781557307,17|0.00102385279997,20|0.000899028537994,10|0.000833058622161,3|0.000778383424388,22|0.000740833864851,24|0.000733267606046,11|0.000669331109474,19|0.000444809217992,2|0.000232071796995,0|7.56548066815e-05,15|5.17558373376e-05
TRAJPIQ128F14819A8,The Rapture,The Devil,Rock,23|0.349680886105,14|0.284405894233,8|0.17096598287,12|0.0866435621986,17|0.0675028036362,22|0.0175607511904,21|0.00333790447206,1|0.00244165377469,16|0.00205652754146,18|0.00177075659869,9|0.00162465509606,5|0.00153284746143,4|0.00146627936437,20|0.00127019388361,10|0.00117698818429,3|0.00109974024514,24|0.00103599829026,6|0.000998548242107,11|0.000945665510534,7|0.000925743406623,19|0.000628449403096,13|0.000420272960861,2|0.000327883003314,0|0.000106889012586,15|7.31233161678e-05
TRAVXBL128F42BB389,Michael Jackson,Girl You're So Together,Pop,14|0.351944034247,9|0.208601330109,8|0.178612301855,11|0.120772548215,21|0.0568200121017,6|0.033427829363,18|0.0230161088506,23|0.0128309854117,12|0.00269406101607,1|0.00161491878997,16|0.00136019488234,5|0.00101383095067,4|0.00096980256636,17|0.000956754840405,20|0.000840110907948,10|0.000778464315492,3|0.000727372244326,22|0.000692283486604,24|0.000685213080842,7|0.000612290095156,19|0.000415658747413,13|0.000277970082591,2|0.000216863024746,0|7.06967861929e-05,15|4.83640303503e-05
TRABZCL128E0789AED,Shelby Lynne,Old Times Sake,Country,8|0.576829287594,5|0.0855153681268,17|0.0686362672711,21|0.0537680216621,23|0.0533080870173,12|0.0377243558862,4|0.0350736130147,22|0.034646976438,7|0.034524000725,14|0.00372839590639,1|0.00248265245347,16|0.00209105942839,18|0.00180049000387,9|0.00165193525883,20|0.00129152216183,10|0.00119675141239,3|0.00111820637556,24|0.00105339410679,6|0.00101531522154,11|0.000961544517171,19|0.000639001921013,13|0.000427329913938,2|0.000333388603685,0|0.000108683824093,15|7.43511558319e-05
TRBCTRX128F4299237,Wyclef Jean featuring Prodigy of Mobb Deep,Rebel Music,RnB|Reggae,5|0.194786620745,24|0.152358129714,16|0.127574560591,8|0.121064633787,21|0.0944892827571,18|0.0683839971958,4|0.0682284783478,23|0.0520835262038,20|0.0512584376237,11|0.0510926771889,22|0.00896956320008,12|0.0020805062546,14|0.00187291635212,1|0.00124713160658,9|0.00082983047846,17|0.000738860188285,10|0.000601174163357,3|0.000561717976957,6|0.000510031801534,7|0.000472845033949,19|0.000320995188533,13|0.000214664215834,2|0.000167473890415,0|5.45960559086e-05,15|3.73494390221e-05
TRAPQNA128F93000EB,Patsy Cline,A Poor Man's Roses,Country,21|0.35941944957,16|0.358217470848,14|0.220310799906,8|0.0364459939293,12|0.00382085625901,23|0.00270676637611,1|0.00229036110527,18|0.00166103486194,9|0.00152398627523,5|0.00143786733498,4|0.00137542400992,17|0.00135691905213,20|0.00119148861208,10|0.0011040582357,3|0.00103159682568,22|0.000981832140037,24|0.000971804525983,6|0.000936675002478,11|0.000887069053923,7|0.000868381387226,19|0.000589508670067,13|0.000394231505355,2|0.000307566324781,0|0.000100265827836,15|6.85923618554e-05
TRAFQFM128E078EC97,Eminem,The Way I Am,Rap,21|0.223619252203,5|0.158163381449,20|0.120976003344,24|0.106992615007,23|0.0935946058801,13|0.092902045754,7|0.055930452236,12|0.0521754631511,4|0.0375255056531,9|0.0190132010344,3|0.0188657397773,1|0.00996431759891,10|0.00496984344916,8|0.00163648257292,14|0.00103009967188,16|0.000577728246985,18|0.000497448288426,17|0.000406371398627,22|0.000294040016122,6|0.000280516313939,11|0.000265660277638,19|0.000176546612992,2|9.21102532798e-05,0|3.00277047686e-05,15|2.05421052778e-05
TRBDSFP128E07937B9,Temple Of The Dog,Hunger Strike,Rock,13|0.840505524534,5|0.0648317278037,9|0.0521724750663,23|0.0149543891126,8|0.0044905298207,12|0.00313990199777,14|0.00282660712153,21|0.00257305562749,1|0.00188217219454,16|0.00158529394952,18|0.00136500468162,4|0.00113029548974,17|0.00111508849163,20|0.000979141119105,10|0.000907292613206,3|0.000847745299553,22|0.00080684969258,24|0.000798609203207,6|0.000769740474954,11|0.000728975314893,7|0.000713618170311,19|0.000484446240677,2|0.000252751753052,0|8.2396418967e-05,15|5.63678085281e-05
TRBGZKO128F92DB016,Bloc Party,Zephyrus,Rock,1|0.342654746237,17|0.20853689305,8|0.138447594037,12|0.0924684199726,4|0.0753287122195,14|0.0476954894506,3|0.0453944063691,9|0.0310620557033,21|0.00299203042196,23|0.00258656261307,16|0.00184342991813,18|0.00158727059373,5|0.00137401362897,20|0.00113857624548,10|0.00105502853158,22|0.000938230328314,24|0.000928648026776,6|0.000895078556978,11|0.000847675540208,7|0.000829817767025,19|0.000563329402764,13|0.000376724227715,2|0.000293907728328,0|9.58131606546e-05,15|6.55462696312e-05
TRBFVZI128F147FCAF,Phil Collins,Please Come Out Tonight,Pop,8|0.5340883426,16|0.279593482969,12|0.162090429318,14|0.00293884169327,21|0.00267522256615,23|0.00231268727097,1|0.00195690659558,18|0.00141920418982,9|0.0013021085569,5|0.00122852770461,4|0.00117517552604,17|0.00115936471182,20|0.00101801934995,10|0.00094331799399,3|0.000881406267117,22|0.00083888684023,24|0.000830319150168,6|0.000800304146819,11|0.000757920346428,7|0.00074195342395,19|0.000503681887519,13|0.000336835196528,2|0.000262787631241,0|8.56680893469e-05,15|5.86059748448e-05
TRBCMSO128F92E6AE5,Eagles Of Death Metal,(I Used To Couldn't Dance) Tight Pants,Rock,14|0.611771277873,7|0.19927426957,9|0.0674795472721,24|0.0537722701224,4|0.0408816387552,8|0.0046688328779,12|0.00326457640098,21|0.00267522256615,23|0.00231268727097,1|0.00195690659558,16|0.00164824036544,18|0.00141920418982,5|0.00122852770461,17|0.00115936471182,20|0.00101801934995,10|0.00094331799399,3|0.000881406267117,22|0.00083888684023,6|0.000800304146819,11|0.000757920346428,19|0.000503681887519,13|0.000336835196528,2|0.000262787631241,0|8.56680893469e-05,15|5.86059748448e-05
TRAQSWI128F9343039,Shawn Colvin,Cry Like An Angel,Folk|Rock,1|0.222469743442,12|0.19332790478,16|0.161966962369,8|0.124080350726,17|0.0912826613184,23|0.0720684389144,18|0.0713903514675,10|0.0308501715918,21|0.0120750500597,9|0.0110329582815,14|0.002230363062,5|0.000932361487616,4|0.000891871137753,20|0.000772601246171,3|0.000668922040032,22|0.000636652945931,24|0.000630150704084,6|0.000607371540807,11|0.000575205377167,7|0.000563087666236,19|0.000382257227224,13|0.000255632952955,2|0.000199436338205,0|6.50157313709e-05,15|4.44775919049e-05
TRBDNGV128F42895AE,Eddy Arnold,What's He Doin' In My World,Country,4|0.295272322503,6|0.241262126951,14|0.192308568586,8|0.169161073103,12|0.0331958867049,11|0.0281528353768,21|0.00538218424129,23|0.00465281249581,1|0.00393703012739,16|0.00331603561998,18|0.00285524596058,9|0.00261966546039,5|0.0024716307852,17|0.00233248424292,20|0.00204811658362,10|0.00189782760733,3|0.00177326962664,22|0.00168772631812,24|0.00167048929006,7|0.00149270945778,19|0.0010133395075,13|0.00067766663963,2|0.000528693001311,0|0.000172352553503,15|0.000117907256857
TRAPVDC128F422C711,Wolfchant,Guardians Of The Forest,Rock|Metal,23|0.442862509508,3|0.268848098045,18|0.165352586194,5|0.0613807665648,12|0.0280963067079,8|0.0117066118924,16|0.00973161909723,14|0.00192154060713,21|0.00174917512765,1|0.00127950937146,9|0.000851374360416,4|0.000768380106683,17|0.000758042318963,20|0.000665624665748,10|0.000616781718811,22|0.000548500156365,24|0.000542898233539,6|0.000523273138424,11|0.00049556079389,7|0.000485120935906,19|0.000329328797179,13|0.000220237282437,2|0.000171821811851,0|5.60134670719e-05,15|3.83190971949e-05
TRAUWRW128F9358C69,Jay-Z,Change Clothes,Rap,11|0.318264745375,21|0.304508647726,20|0.164183017295,8|0.112513853955,24|0.0436643699844,23|0.0345679594306,6|0.0147453669935,12|0.00118837863965,14|0.0010698039392,1|0.000712357657574,16|0.000599996263743,18|0.000516621986234,9|0.000473996563553,5|0.0004472114918,4|0.000427790108563,17|0.00042203461946,10|0.000343388794368,3|0.000320851544592,22|0.000305373524636,7|0.000270087598615,19|0.000183351443736,13|0.000122615526019,2|9.56605603217e-05,0|3.11850956984e-05,15|2.13338822888e-05
TRATDDF128F4294E6A,Kent,Vad två öron klarar,Rock,13|0.926811139565,8|0.0102085577672,12|0.007138104457,14|0.00642587472691,21|0.00584946277169,23|0.0050567673379,1|0.00427884110405,16|0.00360393216565,18|0.00310313697965,9|0.00284710349885,5|0.00268621652757,4|0.00256956022156,17|0.00253498935244,20|0.0022259330359,10|0.00206259604623,3|0.00192722400427,22|0.0018342538687,24|0.00181552033053,6|0.0017498915313,11|0.00165721794756,7|0.00162230574257,19|0.00110131713417,2|0.00057459386193,0|0.000187316115563,15|0.000128143905629
TRBATEY128F4285370,Hank Locklin,Why Baby Why,Country,13|0.359594527281,9|0.345165436386,21|0.0913644206456,14|0.0540756414767,18|0.0532159518451,8|0.0475667496681,12|0.0168220023465,1|0.0160822271233,6|0.00794033098843,23|0.00130833390437,16|0.000932442868399,5|0.000695002938175,4|0.000664820533071,17|0.000655876036091,20|0.000575914109772,10|0.000533654043776,3|0.000498629329296,22|0.000474575230634,24|0.000469728315303,11|0.000428770849606,7|0.000419738039035,19|0.000284943017905,2|0.000148664271178,0|4.84641685983e-05,15|3.31545837826e-05
TRBEOUP12903CF652E,Joe Bonamassa,So Many Roads,Blues,1|0.459482553706,9|0.154095039719,3|0.153490220716,8|0.139907297453,21|0.0609296635395,12|0.0046932899902,14|0.00422500030866,23|0.00332481482622,16|0.00236957848688,18|0.00204030661256,5|0.00176618221494,4|0.00168948091748,17|0.00166675063733,20|0.00146354670195,10|0.00135615294451,22|0.00120601840073,24|0.00119370113531,6|0.00115055032569,11|0.00108961762212,7|0.0010666629143,19|0.000724113903484,13|0.000484248203147,2|0.000377794362197,0|0.000123159986726,15|8.4254372182e-05
TRAYDYV128F42906E1,Mindy McCready,Breakin' It,Country,22|0.317744166137,14|0.142856712615,5|0.120519968216,16|0.101366583377,21|0.0831207727671,6|0.0803186766163,12|0.0642209194288,8|0.0465389513772,17|0.0215133417216,23|0.00345634883799,1|0.00292462881713,18|0.00212102380376,9|0.00194602247094,4|0.00175631898652,20|0.00152144651869,10|0.00140980412411,3|0.00131727603874,24|0.00124092550942,11|0.00113272431667,7|0.00110886149066,19|0.00075276079412,13|0.000503405693769,2|0.000392740400001,0|0.000128032356464,15|8.75875850561e-05
TRBCGRI128F93355E9,Teenage Fanclub,It's All In My Mind,Rock,8|0.571993793789,23|0.285971064945,18|0.111828946143,12|0.00388097567228,14|0.00349373753753,21|0.00318034330397,1|0.00232639888228,16|0.00195945200069,9|0.00154796549729,5|0.00146049151519,4|0.00139706567316,17|0.00137826954839,20|0.00121023613657,10|0.00112143008349,3|0.00104782852656,22|0.000997280816509,24|0.000987095422568,6|0.000951413152191,11|0.000901026676885,7|0.000882044968361,19|0.000598784317452,13|0.000400434556501,2|0.00031240573923,0|0.000101843464453,15|6.96716310742e-05
TRAWSSL12903CC4734,Zombina & The Skeletones,Can't Break a Dead Girl's Heart,Rock,17|0.307582832546,8|0.150352511206,4|0.0916000377899,11|0.091032567757,12|0.076441279814,19|0.0726864435004,1|0.0566624813809,5|0.055671880872,16|0.0382423349656,20|0.019384871739,10|0.0192832773599,14|0.00399684575268,21|0.00363832185159,23|0.00314527125344,18|0.00193012786339,9|0.0017708769639,3|0.00119871883646,22|0.00114089211135,24|0.0011292399915,6|0.00108841937195,7|0.00100906197091,13|0.000458098279903,2|0.000357393060738,0|0.00011650921512,15|7.97045455617e-05
TRAFOKY128F4276D91,Dead Prez,Assassination,Rap,21|0.286041572583,20|0.240178562648,23|0.143572406474,8|0.107467411803,12|0.0991854127814,22|0.0379124890647,19|0.0377228568519,7|0.0228824863395,18|0.0157780380111,14|0.00166256210909,1|0.0011070615897,16|0.000932442868399,9|0.000736629112612,5|0.000695002938175,4|0.000664820533071,17|0.000655876036091,10|0.000533654043776,3|0.000498629329296,24|0.000469728315303,6|0.000452748221619,11|0.000428770849606,13|0.000190554474587,2|0.000148664271178,0|4.84641685983e-05,15|3.31545837826e-05
TRAGYJM128EF3466D2,Dinosaur Jr.,Been There All The Time,Rock,8|0.391474134705,12|0.293038009116,21|0.101479345909,5|0.0663241070538,14|0.0387280576721,23|0.0372287841056,18|0.0350894147777,1|0.00468564658528,16|0.00394657152133,9|0.00311778831298,4|0.00281385795477,17|0.00277600030338,20|0.00243756084302,10|0.00225869479277,3|0.00211045242276,22|0.00200864326751,24|0.00198812866156,6|0.0019162602861,11|0.00181477587698,7|0.00177654443764,19|0.0012060234871,13|0.00080652326073,2|0.000629222656697,0|0.000205124961622,15|0.000140327027631
TRAKXIR128F92CF85A,Mark Wills,That's A Woman,Country,21|0.354285238273,9|0.228575960448,14|0.169336539265,11|0.124751989281,22|0.0630916758254,8|0.0278604967168,12|0.00507993137674,23|0.00359871885027,1|0.00304509681967,16|0.00256478848106,18|0.00220839061745,5|0.00191168337551,4|0.00182866329185,17|0.00180406045172,20|0.00158411622297,10|0.00146787518113,3|0.00137153578352,24|0.00129204030954,6|0.00124533466122,7|0.00115453645908,19|0.000783767665395,13|0.000524141411766,2|0.000408917718377,0|0.00013330612049,15|9.11953938001e-05
TRBFLER128F148C52B,The Mighty Mighty Bosstones,Pictures To Prove It,Reggae,21|0.538243770628,8|0.160268429585,12|0.125584527021,20|0.0901900002874,23|0.0577831006926,18|0.0123637316676,14|0.00247941412045,1|0.001650984419,16|0.00139057181791,9|0.00109855061255,5|0.00103647261612,4|0.000991460955504,17|0.000978121837531,10|0.000795849589222,3|0.000743616489976,22|0.000707744102682,24|0.000700515795092,6|0.000675193021395,11|0.000639435058178,7|0.000625964236275,19|0.000424941563539,13|0.000284177927804,2|0.000221706179367,0|7.22756420958e-05,15|4.94441336891e-05
TRBBAHD128F428E0FE,Tones On Tail,Burning Skies,Rock,1|0.401527148545,12|0.257365329369,14|0.172274692984,21|0.0872409052432,8|0.0648390375828,23|0.00211658868572,16|0.00150848190874,18|0.00129886628798,9|0.00119169948903,5|0.00112435774275,4|0.00107552942993,17|0.00106105925451,20|0.000931698922284,10|0.000863331682662,3|0.000806669607223,22|0.000767755509757,24|0.000759914295739,6|0.000732444340208,11|0.000693654369125,7|0.000679041322265,19|0.00046097343022,13|0.000308274090869,2|0.000240505205357,0|7.84040760353e-05,15|5.36366264601e-05
TRBCJUF128F93190C2,Lily Allen,Everyone's At It,Pop,5|0.564423680476,10|0.132722864154,8|0.126395320234,22|0.10623433612,21|0.045811722566,16|0.009903019145,12|0.00217211456455,14|0.0019553841175,23|0.0015387667763,1|0.00130204498092,18|0.000944279965345,9|0.000866369358123,4|0.000781913351838,17|0.000771393487806,20|0.000677348110569,3|0.000586451396731,24|0.000552460135031,6|0.000532489389083,11|0.000504288955452,7|0.000493665223425,19|0.000335129165135,13|0.000224116254719,2|0.000174848057172,0|5.70000152337e-05,15|3.89939998009e-05
TRAPTRH128F4271659,Johnny Winter,Be Careful With A Fool,Blues,9|0.257349877363,14|0.243340681784,17|0.129288885654,6|0.128855205501,13|0.0963232731738,8|0.0216251776855,12|0.0199290901058,21|0.0192172573773,5|0.0174699119125,4|0.0174054721404,10|0.0171254302201,22|0.0169992962939,23|0.00279330750519,1|0.00236358886435,16|0.00199077594317,18|0.00171414171064,20|0.00122958305964,3|0.00106457918974,24|0.00100287520193,11|0.000915430555003,7|0.000896145403502,19|0.000608356527186,2|0.000317399880144,0|0.000103471541497,15|7.07854068458e-05
TRARUOP12903CF2384,Shadows Fall,What Drives The Weak,Metal,5|0.408328975702,23|0.339049071048,16|0.108294428986,8|0.0769656690736,9|0.0371037131029,12|0.00436134157795,14|0.00392617322848,21|0.0035739887737,1|0.00261434779008,18|0.0018959991988,4|0.00156998680796,17|0.00154886420184,20|0.00136003253492,10|0.00126023455514,3|0.00117752300074,22|0.00112071877209,24|0.00110927268589,6|0.00106917385958,11|0.00101255082241,7|0.000991219662006,19|0.000672898559653,13|0.000449998152008,2|0.000351073610027,0|0.000114449090504,15|7.82952038524e-05
TRAJAZP128F4290FF9,Mastodon,Megalodon,Metal,23|0.475255192338,10|0.113821893118,12|0.0953137846602,4|0.0693261778476,8|0.0528061975624,16|0.0476839436582,11|0.0461741586824,1|0.0257629259472,17|0.024410472079,3|0.0239391163027,14|0.00498362267505,21|0.00453658319602,18|0.00240665504274,9|0.00220808686102,5|0.00208331008085,20|0.00172633467384,22|0.00142256573001,24|0.0014080368309,6|0.00135713805278,7|0.00125818818887,19|0.000854132592919,13|0.00057119766846,2|0.000445629446722,0|0.000145274049152,15|9.93827145568e-05
TRALJVQ128F428C764,Eagles,I Don't Want To Hear Any More,Rock,8|0.588751329202,9|0.118290081041,12|0.0823721959206,1|0.0804557702233,5|0.0793883111307,17|0.0210960481296,14|0.00430695250269,21|0.00392061149565,23|0.00338930615162,16|0.00241554112398,18|0.00207988237379,4|0.00172225172407,20|0.00149193506989,10|0.00138245819921,3|0.00129172487812,22|0.00122941150055,24|0.00121685531754,6|0.00117286751306,11|0.00111075289981,7|0.00108735294027,19|0.000738159517397,13|0.000493641149846,2|0.000385122427194,0|0.000125548916996,15|8.5888651508e-05
TRADZXK128F429DB92,The Killers,Show You How,Rock,20|0.431791409797,21|0.307336395543,14|0.119337604769,24|0.0475305588774,23|0.0327290330339,13|0.0315586746736,16|0.0088160929909,18|0.00868042777264,8|0.00276549427069,12|0.00193370968061,1|0.0011591363666,9|0.000771279214333,5|0.000727694997302,4|0.000696092850039,17|0.000686727615235,10|0.000558756454995,3|0.000522084222248,22|0.00049689864921,6|0.000474044925299,11|0.000448939688034,7|0.00043948198548,19|0.000298346377053,2|0.000155657250455,0|5.07438617886e-05,15|3.47141334677e-05
TRASYSY128F92F39F5,Circle Jerks,Group Sex,Punk|Rock,3|0.5865587052,6|0.203018427051,20|0.082271438248,21|0.064618312889,10|0.0216180760231,8|0.00711845454161,12|0.00497741926425,14|0.00448077957503,23|0.00352609734336,1|0.00298364730696,16|0.00251303150527,18|0.00216382568722,9|0.0019852928586,5|0.00187310594469,4|0.00179176119157,17|0.00176765483238,22|0.00127903011179,24|0.00126596716569,11|0.00115558249209,7|0.0011312381185,19|0.000767951373181,13|0.000513564331216,2|0.000400665831484,0|0.000130616026667,15|8.93550869584e-05
TRAGLFE128F428566B,Patrick Bruel,Au Bout De La Marelle,Pop,0|0.98134094038,8|0.00258322669616,12|0.0018062631778,14|0.00162603685254,21|0.00148017856534,23|0.00127959077878,1|0.0010827402676,16|0.0009119577901,18|0.000785233964531,9|0.000720445917307,5|0.000679734239052,4|0.000650214919004,17|0.00064146692599,20|0.00056326170389,10|0.000521930060203,3|0.000487674812725,22|0.000464149164772,24|0.000459408732576,6|0.000442801678958,11|0.000419351072025,7|0.000410516705604,19|0.000278683031121,13|0.000186368134099,2|0.000145398227393,15|3.2426202165e-05
TRAJEZT128E0795DF3,Rea_ Chris,E,Pop|Electronic,8|0.468730299494,5|0.265458603348,6|0.198893115675,16|0.0246854454152,12|0.00541447156001,14|0.00487422342537,21|0.00443699724618,23|0.00383571340285,1|0.00324563245148,18|0.00235382474778,9|0.00215961548556,4|0.00194909038179,17|0.00192286731532,20|0.00168843860299,10|0.00156454247754,3|0.00146185862419,22|0.00139133791971,24|0.0013771279554,11|0.00125705073383,7|0.00123056875361,19|0.000835382885952,13|0.000558658878825,2|0.000435847099565,0|0.000142085029234,15|9.72010898407e-05
TRAACHN128F1489601,Five Bolt Main,Made Like This (Live),Rock|Metal,10|0.227111401801,24|0.226963062871,8|0.197252359379,23|0.124659931355,21|0.0903861464947,17|0.0362716550145,22|0.0358509485478,18|0.0192379075438,6|0.0184254481717,12|0.00428556391766,14|0.00385795655344,1|0.00256892388664,16|0.00216372312059,9|0.00170933951695,5|0.00161274645039,4|0.00154270852102,20|0.00133640217221,3|0.001157063714,11|0.000994957902696,7|0.000973997368022,19|0.000661207047408,13|0.000442179501145,2|0.000344973758346,0|0.000112460554603,15|7.69348363476e-05
TRAIKBB128F428AD73,Connie Smith,I'll Come Running,Country,14|0.498949992853,7|0.267457043515,17|0.0968061722804,4|0.0587731339033,8|0.04476787581,12|0.0046932899902,21|0.00384601055361,23|0.00332481482622,1|0.00281332981946,16|0.00236957848688,18|0.00204030661256,9|0.00187196508999,5|0.00176618221494,20|0.00146354670195,10|0.00135615294451,3|0.00126714608655,22|0.00120601840073,24|0.00119370113531,6|0.00115055032569,11|0.00108961762212,19|0.000724113903484,13|0.000484248203147,2|0.000377794362197,0|0.000123159986726,15|8.4254372182e-05
TRAKARY128F427253E,The Ataris,The Hero Dies in This One,Rock,12|0.334151769977,14|0.29411957204,8|0.22967212451,16|0.0678256790807,18|0.041125667419,5|0.0144640154477,21|0.00267522256615,23|0.00231268727097,1|0.00195690659558,9|0.0013021085569,4|0.00117517552604,17|0.00115936471182,20|0.00101801934995,10|0.00094331799399,3|0.000881406267117,22|0.00083888684023,24|0.000830319150168,6|0.000800304146819,11|0.000757920346428,7|0.00074195342395,19|0.000503681887519,13|0.000336835196528,2|0.000262787631241,0|8.56680893469e-05,15|5.86059748448e-05
